Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
AABR07033867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033869.1	3	0	3	2	0	3	3	0	0	1	0	1	2	0
Epha6	291	264	259	283	2669	3549	634	630	716	374	92	51	139	278
Arl6	362	323	186	142	274	429	335	453	621	211	298	140	206	249
AABR07033887.1	23	11	4	2	13	6	20	5	84	37	732	276	9	51
Crybg3	126	109	11	23	93	113	53	38	310	188	2403	1004	47	324
Mina	13	23	31	35	108	140	43	35	81	119	174	171	220	326
AC141136.1	7	5	1	4	30	85	9	6	12	14	24	15	133	19
Gabrr3	4	10	13	13	33	36	10	8	28	79	19	31	147	64
Olr1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144660.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100909884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1561	9	6	12	15	9	19	14	12	9	24	9	9	8	12
AABR07033910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldnd1	178	107	23	61	232	224	71	67	112	102	307	168	55	147
Gpr15	5	3	1	2	2	1	1	0	3	1	2	2	2	0
Cpox	162	92	51	47	111	124	107	116	152	101	543	380	158	70
LOC680520	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Gm813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal6	281	198	34	38	381	343	89	107	1536	893	4865	2039	805	741
Dcbld2	588	414	240	387	1238	1704	512	524	906	573	1088	443	489	961
AABR07033920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033921.1	3	0	5	7	10	11	0	5	2	15	12	4	8	3
AABR07033925.1	9	1	8	10	10	10	22	5	25	25	3	2	3	7
AABR07033925.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col8a1	21	11	19	25	18	20	37	20	69	26	22	14	319	96
Filip1l	684	705	220	443	957	1399	576	593	772	557	700	309	158	940
Cmss1	162	167	67	79	215	269	117	110	188	84	148	50	25	122
Tmem30c	62	24	45	71	58	62	34	29	78	16	43	4	32	8
Tbc1d23	664	442	463	595	951	1141	784	689	1261	798	1508	658	684	1168
Nit2	80	83	21	25	73	81	66	63	244	220	188	95	90	120
Tomm70	400	382	167	421	542	719	419	483	653	408	642	260	576	437
Olr1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033943.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1310935	2	1	0	0	5	3	0	0	3	0	2	0	0	2
Lnp1	3	0	1	1	76	93	0	0	0	1	0	1	0	8
Tmem45al	1	7	5	12	11	6	3	4	5	8	5	4	9	23
LOC100911145	0	0	4	11	0	5	3	1	2	3	5	3	4	4
Tfg	399	343	86	128	1005	1107	300	263	361	120	166	83	142	260
Abi3bp	519	381	93	123	281	186	546	512	6749	3747	318	253	1449	645
Impg2	89	93	159	154	103	133	160	199	243	266	196	125	114	80
Tmem45a	1	2	6	13	9	10	2	1	3	4	3	1	3	5
AABR07033979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg7	0	1	7	9	2	7	1	0	2	9	2	2	9	10
AABR07033980.1	0	1	1	7	1	0	0	0	0	2	2	0	1	2
Senp7	1948	1854	1058	1773	1617	1886	1774	1779	2983	2069	2935	1281	1257	3426
AABR07033985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt10c	44	21	15	23	8	40	27	21	44	27	41	7	13	88
AABR07033987.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnp	596	402	282	440	536	749	517	465	833	469	674	203	417	449
Zbtb11	448	323	302	426	405	463	531	477	564	281	589	227	225	558
AABR07033987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07033987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl24	124	65	66	154	34	79	77	62	87	77	202	45	336	113
Cep97	130	135	118	165	213	303	185	219	317	260	953	366	519	529
Nxpe3	696	594	1235	1292	1062	1337	461	465	757	611	1969	777	547	813
Nfkbiz	77	40	121	90	37	35	21	25	59	83	71	31	161	36
AABR07033992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034008.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpld1	0	1	5	2	3	2	2	0	1	2	3	0	0	2
AABR07034034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034038.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034038.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb2l1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
AABR07034058.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07034059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcam	4396	4143	2257	2928	44	30	640	559	2572	1490	4493	1655	5961	9593
Cblb	2861	2447	1785	2554	198	383	969	843	1590	1239	3120	1149	815	1520
AABR07034073.1	0	0	3	2	1	1	0	1	0	0	0	1	11	7
AABR07034098.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034098.1	0	2	0	0	0	4	0	1	1	0	0	0	0	1
AABR07034100.1	0	0	2	3	3	5	0	3	3	3	1	5	5	0
AABR07034104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbx	861	968	356	840	737	1003	840	836	1259	798	1312	542	373	1230
AABR07034111.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
Cd47	6164	4558	1953	3644	1583	1882	1971	1604	4231	2294	3404	1372	729	1261
Ift57	438	437	286	294	1148	1120	205	186	575	362	304	141	98	427
LOC100909977	3	2	8	8	7	11	3	2	4	23	16	4	14	1
Myh15	13	9	58	48	34	39	10	12	37	51	34	13	50	36
AABR07034125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1310335	25	14	18	20	31	7	7	20	22	14	14	18	7	73
Dzip3	808	845	235	403	762	1085	826	771	1040	400	954	416	276	559
Retnlg	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Retnla	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retnlb	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Trat1	6	7	4	9	12	11	3	6	8	15	17	6	15	15
Morc1	16	16	47	42	328	756	21	14	34	48	26	20	40	39
AABR07034131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa4	0	1	2	1	3	4	0	1	3	0	4	2	2	0
Olr1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034182.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034183.1	2	0	1	3	5	5	0	1	3	3	1	1	0	0
Cd96	3	4	19	9	19	20	4	5	21	32	18	11	40	27
Plcxd2	1684	1024	232	538	2977	4572	1865	1806	1127	791	94	46	56	622
Phldb2	468	225	268	285	1329	1079	86	63	187	183	515	210	1411	364
Abhd10	1	2	7	1	2	1	3	1	0	3	0	2	6	0
Tagln3	2	2	11	25	1	0	4	3	7	9	2	1	8	2
Nectin3	760	646	269	606	27	37	171	194	1562	1085	2124	819	654	1051
AABR07034239.1	3	3	0	2	0	0	1	1	10	0	0	0	0	0
Gap43	3566	3551	1738	2780	8	28	1439	1199	520	533	315	71	368	1090
AABR07034249.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsamp	13644	13544	4105	5687	885	1255	10182	9111	24602	13018	2034	823	4804	9292
AABR07034252.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108574.1	0	4	13	14	1	0	7	7	12	11	3	0	6	8
LOC103693564	6	2	23	44	2	0	6	9	18	45	4	1	9	12
Tmprss7	79	79	30	66	5	12	53	72	508	427	61	50	22	46
LOC685680	14	22	20	28	5	2	5	17	196	217	14	29	54	82
Gcsam	2	3	3	5	1	3	2	3	11	6	13	1	2	6
Slc9c1	6	3	47	30	6	16	14	20	24	37	12	10	26	30
LOC685716	1	0	0	8	1	5	4	1	4	3	2	4	3	2
LOC685767	4	4	8	7	9	6	3	7	11	7	2	18	13	7
Cd200	551	367	242	280	37	128	361	399	360	317	685	405	780	667
Btla	14	13	2	7	10	3	22	12	35	11	14	8	2	63
Atg3	560	409	456	868	467	594	535	466	911	555	1346	567	272	644
Slc35a5	337	218	114	151	261	318	199	196	371	141	486	192	146	145
Ccdc80	15	6	12	12	20	52	17	18	73	64	49	23	82	44
Cd200r1l	1	0	3	3	2	6	2	3	1	5	2	3	0	2
Cd200r1	10	1	18	16	18	15	6	4	9	20	104	63	9	6
Gtpbp8	246	185	29	73	90	126	93	105	136	62	179	71	36	154
Nepro	81	47	11	29	22	84	26	20	27	10	63	28	18	29
Boc	3046	2166	2391	2524	1543	1680	168	134	3006	1869	365	79	1137	634
AC141993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap44	5	6	11	15	9	10	6	10	20	25	16	3	7	30
Spice1	350	382	166	384	161	317	359	519	276	285	328	125	125	732
Sidt1	2319	2235	1780	2293	75	589	1081	1066	536	824	227	98	82	461
Usf3	1006	970	127	158	424	370	196	190	290	146	293	124	76	259
Naa50	149	126	113	104	130	79	86	90	137	76	163	62	57	57
LOC102553099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1a	1217	823	555	622	698	955	699	718	1052	778	765	376	415	839
Gramd1c	14	19	57	78	103	56	36	19	193	166	118	71	591	426
Zdhhc23	8	3	0	1	575	818	2	1	13	5	46	0	2	1
Ccdc191	452	410	290	360	511	681	546	468	966	751	848	340	694	523
AC114526.1	3	2	3	0	1	2	5	2	7	1	2	2	6	4
Qtrt2	47	21	28	30	218	119	63	44	167	81	77	16	4	27
AC114526.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd3	7	4	12	18	71	99	5	1	17	13	16	3	10	7
Tigit	35	35	9	1	1	3	14	5	41	6	22	3	11	56
Mir568	35	35	0	0	0	0	8	3	5	1	5	3	0	20
Zbtb20	14624	13773	4133	6788	2456	3330	8580	8183	27998	16650	17131	6904	12067	24477
AABR07034293.2	12	15	8	5	15	48	87	53	147	116	57	12	170	173
AABR07034293.1	12	10	0	3	2	3	16	31	34	14	3	4	0	16
LOC498084	566	780	74	193	301	263	2278	2102	3672	2429	624	341	1094	3541
AABR07034303.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AABR07034307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034310.2	0	4	5	5	0	3	3	0	12	7	69	1	2	14
Igsf11	744	809	87	288	12	21	204	353	7075	5472	13033	6233	1781	2229
AABR07034310.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1563835	1	0	0	1	0	0	0	0	0	1	0	0	0	0
RGD1306995	0	0	8	16	2	4	2	3	9	14	6	7	9	9
Upk1b	8	1	27	34	5	11	9	7	14	38	20	13	129	20
B4galt4	147	93	62	99	107	136	89	51	146	199	249	104	144	331
Arhgap31	275	283	174	152	7428	7539	269	280	7472	8984	813	379	19533	25722
Tmem39a	361	245	136	195	512	565	332	319	470	292	425	203	165	394
AABR07034323.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poglut1	440	303	214	249	560	642	455	371	744	474	530	157	316	481
Timmdc1	239	146	82	151	236	278	195	179	359	220	401	92	130	167
Cd80	101	72	83	62	55	46	69	49	70	101	116	157	134	85
Adprh	158	67	42	29	49	50	102	86	136	133	124	62	31	244
Pla1a	10	3	38	52	15	21	24	22	55	101	36	22	295	527
Popdc2	41	17	8	28	158	98	24	32	105	111	26	75	32	29
Cox17	66	32	20	6	47	58	59	76	81	31	69	47	25	3
Maats1	14	9	44	52	49	28	16	9	29	55	12	11	38	31
Nr1i2	20	18	18	34	25	12	15	12	26	57	9	13	23	59
Gsk3b	3987	3445	2229	2837	4249	4505	2927	2808	5169	3879	4419	1826	2351	4176
AC121672.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121672.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr156	5	23	7	13	22	31	10	15	138	167	219	80	30	27
AABR07034324.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034328.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC688739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106292.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
AC106292.2	65	50	8	6	24	55	34	26	60	30	41	8	15	2
Lrrc58	271	224	206	404	494	637	433	432	794	741	355	181	242	361
Fstl1	172	142	34	45	5	14	105	125	2583	2832	220	47	843	1548
Ndufb4	130	112	42	116	160	137	240	148	626	353	286	98	158	642
Hgd	28	8	116	89	200	146	76	33	205	192	111	43	321	224
Rabl3	110	78	62	67	149	152	128	85	153	67	202	81	21	26
Gtf2e1	81	37	28	60	176	96	85	84	284	179	243	86	17	57
Stxbp5l	7515	9198	4316	8236	1225	2143	2371	2244	4200	2852	2253	468	1286	1611
Polq	616	491	219	224	56	76	85	52	120	53	146	49	21	213
Fbxo40	1	0	1	1	2	2	0	0	0	2	3	0	1	1
Hcls1	4	3	6	6	9	17	2	2	16	4	140	36	1	1
Golgb1	2046	1562	1864	2321	2685	2758	1282	1216	1925	1585	1450	681	877	1285
Iqcb1	782	762	428	729	797	688	674	672	607	375	451	210	254	347
Eaf2	46	13	5	15	12	25	11	10	42	29	3	1	8	3
Slc15a2	45	26	13	18	5	12	17	29	899	569	115	105	57	6
Ildr1	1	4	31	20	47	74	5	16	7	18	5	2	6	5
Cd86	17	4	10	15	3	11	4	1	0	3	134	39	9	2
Casr	10	2	7	8	0	7	0	2	27	10	9	7	53	266
AABR07034351.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034351.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Stfa3	1	0	1	1	0	2	0	0	0	1	2	1	6	0
AABR07034351.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC689230	0	0	0	0	0	0	0	0	0	2	0	0	0	2
AABR07034351.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stfa2l1	2	2	11	7	1	4	3	2	3	16	1	3	7	7
AABR07034356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100362978	0	0	1	1	0	0	0	0	0	1	0	0	1	1
Stfa2l2	3	3	50	46	22	29	10	10	21	68	18	9	48	37
Stfa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034361.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034362.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stfa3l1	1	0	1	6	0	1	0	0	1	0	0	0	4	1
Csta	2	3	0	1	0	0	0	0	2	3	1	0	1	2
AABR07034362.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034362.1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
Ccdc58	140	88	44	74	334	323	158	177	286	167	357	139	83	205
Fam162a	476	396	210	324	759	659	356	338	631	382	670	233	297	607
Wdr5b	13	13	1	5	51	1	3	1	9	2	6	1	1	0
Kpna1	982	835	712	1077	1281	1487	826	878	1111	953	1187	603	232	1196
Parp9	50	34	10	12	22	26	30	15	292	223	195	60	128	160
Dtx3l	3	1	0	0	0	0	6	2	10	35	21	3	8	23
AABR07034393.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AABR07034393.1	1	2	0	2	3	7	3	1	4	0	1	0	3	1
Parp14	77	48	4	16	5	2	14	18	136	127	176	73	38	75
Hspbap1	352	299	170	352	546	765	358	309	1362	837	1023	326	327	447
AABR07034396.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dirc2	857	615	430	611	698	807	533	602	3039	2874	1138	446	603	926
Sema5b	42	45	22	31	4	8	12	18	495	723	306	320	2183	3227
Pdia5	35	37	44	37	35	53	12	13	69	111	158	82	62	131
AABR07034404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034404.2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Sec22a	437	400	360	703	649	939	503	521	871	559	1152	472	495	680
AC125384.1	18	8	2	40	36	16	1	6	16	0	13	3	0	49
Adcy5	1355	1525	1375	2179	154	232	5931	5752	4912	5280	5566	2649	3995	5251
Hacd2	1148	1280	517	767	1264	1187	724	863	2459	1610	2243	1118	1318	1270
Mylk	74	34	106	88	72	134	45	42	610	433	449	257	304	139
Ccdc14	52	50	41	50	150	173	86	85	222	167	376	166	116	181
Ropn1	3	0	3	0	5	2	1	1	2	10	2	1	8	8
Kalrn	816	556	192	217	36358	46853	5735	3529	10137	6622	795	385	4132	8359
AABR07072246.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07072246.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07072246.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umps	75	47	46	69	74	110	29	61	79	47	68	22	45	100
Itgb5	1067	994	1679	1861	56	76	96	78	2112	2156	3501	1567	750	722
AC133403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc13	1	3	3	4	4	7	0	0	1	4	2	0	3	2
Heg1	2290	1806	1447	1793	10	32	109	80	793	685	2914	1502	870	1404
Slc12a8	294	211	251	306	67	130	93	94	193	193	144	75	76	267
Zfp148	1738	1602	1274	2165	2616	3149	1823	1694	2642	2032	2654	1082	1066	2377
AC110981.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110981.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC110981.1	0	0	0	1	0	2	0	4	3	0	1	0	0	0
Snx4	1206	914	1756	1710	5082	5175	1371	1252	1839	1596	1630	657	876	1662
Osbpl11	619	493	315	435	508	754	853	731	1032	832	1019	486	272	707
AABR07034423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	395	269	294	264	1852	2516	448	355	510	432	365	154	112	603
Iqcg	100	84	32	40	134	116	50	49	150	81	121	47	106	301
Lrch3	45	24	177	238	51	115	77	54	160	133	216	72	81	54
AABR07034425.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034426.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fyttd1	359	247	276	440	857	982	358	324	498	344	459	164	202	414
Rubcn	890	692	647	713	547	1005	690	679	1558	1156	2016	921	1493	921
LOC100910650	0	0	1	2	0	1	0	0	3	5	0	0	3	0
Muc20	0	2	2	1	0	1	0	0	2	1	0	2	2	1
AABR07034428.1	2	2	1	0	19	4	0	1	3	3	3	0	2	6
Tnk2	1046	785	1805	2045	1022	1351	1397	1285	2653	2618	3755	1444	4205	4718
Tfrc	461	308	237	344	1699	2449	538	525	704	538	332	139	372	265
AC136847.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc19	2	3	6	1	3	3	0	2	5	17	7	3	10	6
Slc51a	13	3	4	5	7	1	9	1	9	2	9	1	3	3
Pcyt1a	490	375	389	582	870	949	499	472	873	631	573	302	320	523
Tctex1d2	116	94	44	107	111	125	101	92	152	119	94	24	69	125
Tm4sf19	6	5	6	10	27	72	6	9	14	5	15	5	2	20
Ubxn7	197	134	148	247	513	411	159	177	252	244	325	222	175	223
Rnf168	192	114	415	388	247	203	181	148	386	481	503	343	385	431
LOC100911042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr53	66	35	21	52	55	77	29	16	29	64	51	18	6	127
Fbxo45	382	251	436	777	192	225	189	166	335	191	456	159	206	290
AABR07034442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrros	494	290	268	289	2	1	13	4	28	13	352	88	1	7
Cep19	185	144	24	79	54	36	58	73	74	65	28	40	13	126
Pigx	263	211	267	369	205	298	191	204	282	256	135	65	52	240
LOC100910732	268	196	319	502	516	764	139	152	402	385	497	222	174	398
AABR07034444.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103689978	1	1	2	3	1	1	2	0	2	10	5	2	3	5
Ncbp2	1	4	2	6	3	0	4	3	3	3	2	6	6	5
Pigz	1	0	2	1	0	0	0	0	0	2	1	1	2	1
AABR07034445.1	2	2	22	22	2	2	3	8	3	12	2	1	1	2
Meltf	3	3	47	7	15	2	3	6	42	36	2	1	12	3
Dlg1	5828	5355	3897	5756	377	342	544	456	3352	2458	8044	3298	2807	3636
AABR07034455.3	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AABR07034455.1	0	0	0	0	0	0	0	0	0	0	0	5	0	1
AABR07034455.2	1	0	7	0	1	1	0	0	0	6	2	1	0	1
AABR07034456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdh1	305	207	513	493	515	771	664	625	1588	1881	476	231	594	423
AABR07034457.1	5	1	5	9	32	18	31	11	67	20	16	27	9	6
Apod	2261	1210	90	150	105	112	319	469	4617	2621	49356	27953	3184	2343
AABR07034463.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034464.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100911374	5	10	47	50	19	23	7	8	9	34	19	11	21	18
Pak2	2	1	17	22	16	26	6	5	7	11	18	8	8	8
Senp5	0	1	9	6	0	2	1	4	4	9	6	3	6	3
LOC100911551	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Ppp1r2	315	305	229	488	365	451	306	291	837	529	403	254	381	537
Acap2	1152	1030	1411	1810	1445	1860	1225	1540	4276	3434	5400	2149	2578	2939
Xxylt1	275	284	283	438	197	304	291	297	740	812	1155	560	517	806
LOC100909474	22	5	0	6	2	0	15	27	45	56	55	21	1	3
Lsg1	238	142	317	262	183	235	164	189	286	206	321	123	352	270
Tmem44	249	152	1203	1245	8	41	31	22	259	266	31	19	169	105
RGD1562415	1	0	0	0	0	0	0	0	0	1	2	0	0	0
Atp13a3	310	258	246	407	218	390	190	192	294	256	595	192	353	552
Gp5	22	14	6	3	0	0	3	1	2	0	0	0	0	0
Lrrc15	0	1	0	0	0	0	0	0	0	0	0	1	1	1
Cpn2	0	0	4	7	1	1	0	2	2	3	2	0	1	1
AABR07034502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034502.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes1	5	0	0	1	15	12	1	0	8	23	1	3	14	19
Opa1	1051	793	610	956	1436	1898	1164	1140	1548	1083	1523	688	956	748
Atp13a4	30	35	127	182	56	54	62	62	502	367	130	85	187	315
LOC100360218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a5	51	49	135	181	84	118	67	84	143	305	180	43	143	105
Hrasls	34	11	32	31	37	36	28	29	32	24	4	6	26	22
Mb21d2	1062	909	1422	1695	1652	1966	2116	1663	2291	1982	3577	1715	2310	2952
AABR07034544.1	11	24	47	271	40	74	84	102	87	155	43	10	78	46
Fgf12	6950	8156	2909	4873	5044	6660	6019	5435	7674	5178	2544	1132	2538	6551
AABR07034546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034550.1	1	0	4	5	2	8	3	1	19	6	60	7	2	2
Ccdc50	1119	961	721	1378	9023	6637	1273	1289	1766	1189	2689	1372	976	1484
AC120076.1	0	0	0	0	0	0	2	0	1	0	0	1	1	1
Uts2b	0	0	24	8	3	3	3	2	2	8	4	5	11	6
Ostn	2	0	11	12	13	10	2	1	2	13	7	3	5	11
Gmnc	2	0	0	1	0	25	2	3	0	1	0	0	0	0
Il1rap	460	353	95	171	3921	3797	75	90	772	471	8074	3161	1746	2879
Tmem207	0	1	7	3	0	4	2	0	5	6	2	2	1	3
Cldn16	0	1	1	3	2	3	1	1	1	2	2	0	4	2
Cldn1	3	0	0	6	0	0	5	1	3	0	5	0	10	5
P3h2	23	21	15	26	579	720	30	41	628	206	18	9	107	125
Tp63	2	2	38	56	105	124	8	16	16	24	15	8	50	18
Tprg1	3	6	34	22	6	15	1	3	12	22	9	4	30	13
AABR07034573.3	1	1	2	1	4	0	3	2	0	1	0	0	0	2
AABR07034573.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AABR07034573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpp	6820	7063	3962	5835	1307	2430	2321	2620	9862	6154	2350	749	2602	3694
AABR07034574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100365839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034580.1	10	10	1	0	1	0	4	0	2	0	0	0	0	0
AABR07034586.1	0	0	2	0	1	0	0	0	0	0	0	0	0	1
Bcl6	1061	738	751	808	81	105	166	144	1370	1397	391	189	721	1304
AABR07034592.1	3	0	2	2	6	6	5	1	1	1	2	2	1	1
Rtp2	1	3	1	7	4	0	7	2	14	12	5	0	3	3
Sst	137	100	17	7	6	0	6	6	13	5	8	3	123	20
AABR07034598.1	0	0	0	0	0	0	0	0	1	1	0	0	27	13
Rtp4	0	0	0	3	2	2	4	0	24	29	6	0	138	97
Masp1	33	27	5	13	37	164	35	30	179	136	12	3	854	1567
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07034600.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
