Gene	1464_lt_granule	1465_lt_basket	1463_lt_glia	1468_zh_granule	1469_zh_basket	1467_zh_glia	1410_sg_granule	1426_sg_basket	1394_sg_glia	1411_or_granule	1427_or_basket	1395_or_glia
MIR4788	0	0	0	0	0	0	0	0	0	0	0	0
MIR6827	0	0	0	0	0	0	0	0	0	0	0	0
AMOTL2	74	193	423	61	198	315	140	463	266	125	441	3116
CEP63	1722	1142	1495	1677	1231	1222	3498	1971	1036	1986	2126	5891
NCK1	1585	617	689	1373	561	529	2992	1646	405	1835	1172	3576
NCK1-AS1	112	38	29	141	49	36	275	56	50	156	43	147
SOX14	0	0	0	0	0	0	0	0	0	0	0	0
LINC01210	0	0	0	0	0	0	0	3	0	0	1	2
DZIP1L	264	119	96	299	149	118	520	326	131	289	169	458
A4GNT	5	7	6	0	3	2	4	1	0	4	8	19
DBR1	123	75	117	75	59	95	196	143	99	151	104	722
MRAS	662	1153	1802	858	885	2177	1709	1648	1917	1261	1688	11555
ESYT3	372	533	143	795	485	297	310	581	212	623	693	1078
FAIM	219	128	339	237	103	304	462	363	253	314	314	1293
PRR23A	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	1	0	0	0	1	1	0	0	1	0	2	1
FOXL2NB	0	0	2	0	0	1	0	0	0	0	0	1
FOXL2	0	0	0	0	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0
BPESC1	0	1	0	0	0	0	0	0	1	1	1	17
PISRT1	0	0	14	0	0	0	0	0	0	0	0	0
MRPS22	524	365	237	692	329	219	1673	1065	207	898	1133	1312
COPB2	776	684	529	691	443	542	1466	879	505	1125	930	3277
RBP1	0	0	0	0	0	0	0	0	0	0	0	0
CLSTN2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM42	0	0	1	0	0	3	0	0	1	0	0	1
SLC25A36	878	778	1001	869	908	1155	1733	1776	819	1075	1484	4912
SPSB4	7	9	766	8	13	712	7	32	625	10	10	4241
PXYLP1	87	321	326	163	336	389	290	545	240	274	515	2314
GRK7	13	9	13	18	6	21	52	30	22	17	6	117
RNF7	106	54	72	131	48	82	158	106	51	102	76	426
ATP1B3	2762	1879	420	6777	2014	1345	5739	3182	445	3397	3129	2425
PAQR9	1	12	0	0	29	0	12	99	0	2	53	10
LOC100507389	0	1	0	0	2	1	0	1	0	1	6	1
CHST2	0	106	3	0	79	2	0	215	3	0	205	48
LOC100289361	1	1	0	0	2	3	0	0	1	0	0	1
U2SURP	2051	1271	2106	1741	1122	1847	4045	2525	1747	2527	1948	9540
SLC9A9-AS1	0	0	0	0	0	0	0	0	0	0	0	0
C3orf58	932	116	850	1322	295	961	2218	273	964	1127	299	4062
PLSCR4	149	3	1715	292	36	2687	154	11	2297	287	41	6834
PLSCR2	25	22	24	27	25	21	28	19	9	21	47	82
PLSCR5	3	0	0	2	0	0	4	0	0	2	1	6
ZIC4	2133	378	1126	1929	468	1817	3829	724	1344	3363	756	7170
ZIC1	3550	275	449	3823	478	661	8185	594	635	6228	638	2844
LOC100507461	152	0	16	96	3	58	298	4	61	155	24	324
AGTR1	4	2	82	5	9	93	1	2	149	1	1	317
CPB1	1	0	16	2	2	15	2	0	5	0	1	122
CPA3	1	0	6	8	0	11	4	1	1	0	1	39
GYG1	252	179	893	278	142	878	458	239	1022	349	229	4858
HLTF	1653	1200	1091	1479	922	1072	3111	2242	1008	1930	1798	5099
HLTF-AS1	0	2	4	2	0	0	0	4	1	1	4	24
CP	52	29	75	77	54	79	121	75	136	71	93	403
TM4SF18	2	0	1	0	0	2	0	0	0	0	0	0
TM4SF1	0	0	1	0	0	2	0	0	1	0	0	4
TM4SF1-AS1	0	1	0	0	0	3	2	1	2	1	3	12
TM4SF4	0	0	0	0	0	5	1	0	0	2	0	4
WWTR1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
COMMD2	263	155	239	236	108	237	530	283	202	346	223	939
ANKUB1	2	3	4	0	1	3	5	3	16	1	4	39
PFN2	371	200	156	351	220	208	758	440	154	610	330	1222
LOC646903	6	11	5	7	6	9	7	1	3	19	14	36
TMEM183B	4	3	0	2	0	2	5	4	5	6	1	11
LINC01214	1	1	4	4	4	6	1	11	15	2	13	80
LINC01213	0	0	2	0	0	0	0	1	1	0	0	1
TSC22D2	1249	845	1109	1913	1007	2490	2392	2036	1084	1445	1349	5656
SERP1	81	106	29	188	103	62	150	246	39	102	102	326
EIF2A	594	537	520	777	479	606	1450	1021	535	710	980	2237
ERICH6	21	18	24	25	42	30	47	61	148	40	37	132
SELT	757	767	502	947	644	578	2070	1393	529	1067	994	3010
ERICH6-AS1	15	57	96	14	66	94	49	106	141	21	52	488
SIAH2	241	197	171	454	213	669	428	232	165	333	250	779
LOC101928105	4	3	6	10	6	14	23	3	3	8	8	81
CLRN1	11	15	12	4	15	25	17	41	5	19	30	115
GPR171	0	0	0	0	0	0	0	0	0	0	0	0
P2RY12	0	0	0	0	0	0	0	0	0	0	0	0
P2RY13	0	0	0	0	0	0	0	0	0	0	0	0
GPR87	0	0	0	0	0	0	0	0	0	0	0	0
IGSF10	25	17	12	35	8	8	36	10	10	24	18	18
MIR5186	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	1	0	1	0	0	3	2	0	0	0	1	8
SUCNR1	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0
MBNL1-AS1	21	3	3	36	7	4	45	9	10	41	8	22
TMEM14EP	0	0	0	0	0	0	0	0	0	0	0	0
P2RY1	0	2	118	2	4	184	0	4	154	0	6	640
RAP2B	26	11	47	23	15	55	31	4	50	21	8	152
ARHGEF26-AS1	5	93	2221	12	306	5661	3	368	4598	6	313	12292
DHX36	891	713	738	1091	588	868	1656	1471	504	1134	1114	4037
MME	16	14	7	21	25	10	50	24	13	31	32	56
LOC100507537	0	0	0	0	0	0	0	1	0	0	2	0
LINC01487	1	0	0	0	0	0	0	1	0	0	3	0
C3orf33	707	449	667	552	372	623	1306	553	452	760	840	2715
GMPS	1204	892	677	1283	555	734	2436	1444	547	1491	1410	3755
KCNAB1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SSR3	354	488	469	358	259	457	646	677	458	442	613	2031
TIPARP	152	221	395	632	217	1276	221	452	416	171	303	2394
TIPARP-AS1	1	2	3	2	0	1	0	0	8	0	0	3
PA2G4P4	0	0	0	0	0	0	0	0	0	0	0	0
LINC00881	0	0	0	0	0	0	0	0	0	0	0	0
LINC00880	7	3	500	23	17	323	13	16	857	10	13	1930
PTX3	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	0	1	1	1	0	1	0	0	1	0	0	0
LOC100996447	48	16	4	37	29	13	66	21	6	60	38	43
LXN	0	0	0	0	0	0	0	0	0	0	0	0
GFM1	641	376	364	523	315	276	1414	728	314	908	722	1896
MFSD1	226	159	258	196	168	234	421	370	151	285	283	1275
MIR3919	0	0	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01100	0	0	0	0	0	0	0	0	0	0	0	0
IL12A	0	0	0	0	0	0	0	0	0	0	0	0
C3orf80	23	65	3	33	23	0	70	53	1	42	53	3
MIR15B	0	0	0	0	0	0	0	0	0	0	0	0
MIR16-2	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA7	0	0	0	0	0	0	0	0	0	0	0	0
TRIM59	4	19	364	3	14	232	8	16	111	5	31	1592
ARL14	0	0	0	0	0	0	0	0	0	0	1	0
NMD3	671	599	459	826	453	657	1269	726	405	816	696	1864
LOC101243545	8	5	14	14	27	8	21	11	5	13	22	31
OTOL1	0	0	2	0	1	0	0	0	0	0	0	13
MIR1263	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK3	364	358	188	378	335	128	592	820	170	538	565	874
SERPINI2	2	3	765	4	41	1412	6	2	1325	3	38	4170
LINC01327	0	0	1	0	0	0	0	1	0	0	0	2
PDCD10	979	435	847	920	395	680	1452	656	558	913	636	3472
MIR551B	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507661	0	282	272	0	242	403	1	219	457	0	793	2737
ACTRT3	9	14	3	19	5	15	11	1	28	12	3	19
MYNN	409	298	214	378	404	247	927	689	206	500	841	933
LRRC34	108	344	70	127	255	99	259	683	189	116	544	416
TERC	0	0	0	1	0	0	1	1	0	2	0	9
LRRIQ4	2	69	8	6	53	7	1	68	2	2	97	22
SAMD7	2	0	2	2	7	4	9	19	1	7	6	16
LOC100128164	26	34	23	48	11	22	85	27	6	60	17	187
SEC62	1025	1218	655	965	681	694	2088	1446	543	1478	1570	3289
GPR160	61	44	55	92	78	107	86	79	67	63	31	288
CLDN11	6	0	2035	4	31	1236	3	9	893	3	64	12125
MIR6828	0	0	0	0	0	0	0	0	0	0	0	0
EIF5A2	1	82	124	4	104	212	2	140	56	7	139	906
RPL22L1	4	3	19	18	21	76	58	44	66	7	2	213
SLC2A2	2	0	159	0	7	222	0	4	97	0	18	1019
MIR569	0	0	0	0	0	0	0	0	0	0	0	0
TMEM212	0	1	1	0	1	1	2	1	1	0	0	17
TMEM212-AS1	2	1	0	0	0	1	2	2	1	0	2	10
GHSR	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF10	1	1	6	0	1	2	1	1	0	0	5	17
NCEH1	771	1012	223	853	891	256	1470	1773	206	933	1497	1048
NLGN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0	0	0	0
NAALADL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR7977	0	0	7	0	0	15	0	7	1	0	0	38
LINC01208	10	33	1905	12	74	2251	12	59	868	6	163	7216
LINC00501	20	26	13	20	11	11	20	17	12	20	23	54
LINC01014	1	0	7	1	0	25	1	1	3	0	0	52
LOC101928739	29	32	222	31	31	161	47	35	155	50	46	744
KCNMB3	59	14	303	96	26	258	119	27	175	86	11	1184
ZNF639	172	92	138	173	75	166	361	83	171	296	101	436
MFN1	705	487	677	707	522	643	1452	1303	579	1010	1000	4116
NDUFB5	532	446	268	349	320	210	1085	835	188	647	771	1268
MRPL47	82	70	66	98	37	106	155	89	64	106	91	360
PEX5L-AS2	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505609	0	0	14	0	8	30	0	6	1	0	5	35
DNAJC19	204	118	174	155	117	190	431	408	153	257	310	833
FXR1	1720	1023	1763	1806	918	2830	3618	2178	1481	2063	1833	8710
LOC102724604	0	0	0	0	0	0	0	0	0	0	0	0
SOX2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	0	0	2	1	3	6	5	2	8	2	3	87
LOC105374244	0	0	25	0	0	79	1	0	78	0	0	142
MCCC1	1079	852	1245	1063	719	1271	1763	1281	960	1284	1253	6326
LAMP3	11	2	1	12	15	7	14	4	9	7	20	13
B3GNT5	0	0	0	0	0	0	0	0	0	0	0	0
LINC00888	79	49	72	70	78	73	100	74	134	83	135	463
KLHL6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
KLHL24	1625	1079	1773	1925	1154	2413	3318	1879	1442	2205	1539	9587
MIR4448	0	0	0	0	0	0	0	0	0	0	0	0
PARL	755	537	690	631	385	470	1379	796	428	1077	783	3300
MAP6D1	313	33	457	266	66	372	709	84	195	655	93	2541
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC5	1269	1064	856	1682	1011	965	2248	2038	802	2119	1683	4983
HTR3E	0	1	1	0	0	0	2	1	0	0	0	6
HTR3C	0	3	1	0	3	3	0	4	1	1	1	2
HTR3D	1	2	0	0	0	1	4	1	1	0	1	3
EIF2B5	121	143	169	104	145	190	238	414	175	283	282	1328
HTR3E-AS1	4	2	5	8	17	5	3	0	1	6	46	58
AP2M1	223	311	245	312	366	216	812	687	350	662	716	2025
CAMK2N2	0	0	0	0	0	0	0	0	0	0	0	0
ALG3	24	33	68	33	38	38	73	59	29	71	96	405
ABCF3	129	96	127	145	127	95	247	233	56	259	271	822
MIR1224	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B2	77	111	7	121	180	5	227	367	4	254	400	95
THPO	15	1	10	40	2	14	65	0	22	84	1	82
EIF4G1	241	353	334	295	216	379	553	345	305	484	366	2442
CHRD	144	1	24	133	7	24	289	8	21	323	11	209
CLCN2	175	135	301	264	118	410	321	230	397	291	232	1980
POLR2H	50	62	82	72	27	98	137	105	103	102	69	714
FAM131A	85	92	100	149	110	123	184	115	63	168	92	641
PSMD2	117	172	120	99	74	102	212	254	173	246	253	830
SNORD66	0	0	0	0	0	0	0	0	0	0	0	0
EPHB3	52	1	45	75	4	68	105	43	29	91	3	192
MAGEF1	38	113	54	51	36	28	124	152	63	108	72	301
LOC101928992	5	4	5	2	8	19	10	26	11	16	40	37
C3orf70	1190	672	1890	1183	472	2189	2009	763	1936	1504	1213	10517
EHHADH-AS1	0	2	5	0	2	0	7	4	4	1	3	10
MIR5588	0	0	0	0	0	0	0	0	0	0	0	0
TMEM41A	46	86	91	76	107	98	111	288	80	73	216	709
LIPH	9	56	36	8	53	48	12	78	71	11	41	172
MIR548AQ	0	0	0	0	0	0	0	0	0	0	0	0
TRA2B	1101	586	1161	1600	678	2422	1948	1193	853	1374	960	5102
LOC344887	0	2	1	2	0	2	1	3	1	2	3	6
ETV5	770	329	1788	1007	386	3517	999	447	2371	460	211	11496
LOC253573	7	2	8	31	3	2	15	3	7	7	0	9
TBCCD1	164	136	195	178	140	205	378	465	307	229	257	1024
DNAJB11	230	285	349	268	134	239	366	303	212	261	309	1180
AHSG	0	0	0	0	0	0	0	1	0	0	1	42
CRYGS	85	34	51	84	49	72	189	109	65	138	132	203
HRG	0	1	0	1	1	0	1	0	4	1	0	3
KNG1	0	2	10	2	1	14	1	6	24	3	3	56
ADIPOQ	0	0	1	1	0	0	0	2	0	1	3	2
SNORD2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1248	0	0	0	0	0	0	0	0	0	0	0	0
RFC4	49	29	48	57	23	30	102	97	50	103	90	248
SNORA4	0	0	0	0	0	0	0	0	0	0	0	0
SNORA81	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A2	1327	1352	569	779	529	463	2056	1110	526	2177	1379	3079
ADIPOQ-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724699	32	6	9	30	9	7	34	13	10	54	16	146
SNORA63	0	0	0	0	0	0	0	0	0	0	0	0
RPL39L	13	16	32	6	14	36	20	33	42	10	28	167
MASP1	2	730	456	2	366	656	3	665	715	1	831	3058
RTP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929106	0	8	1	0	2	0	0	1	0	0	1	38
RTP4	0	0	8	0	2	6	0	0	5	0	0	71
SST	0	0	0	0	0	0	1	0	0	0	0	0
BCL6	335	71	502	391	115	1245	480	88	593	452	55	2761
RTP2	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131635	3	0	3	10	0	7	7	0	0	1	1	1
LPP-AS2	7	1	14	22	3	37	14	2	46	4	9	21
FLJ42393	0	0	0	0	0	0	0	0	0	0	0	0
LPP-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR28	0	0	0	0	0	0	0	0	0	0	0	0
TPRG1-AS1	7	0	14	8	9	16	33	0	16	19	1	150
TPRG1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0	0	0	0	0
P3H2-AS1	1	0	17	0	8	30	0	10	25	0	13	18
CLDN16	0	1	15	0	3	8	0	0	20	0	5	10
SNAR-I	0	0	0	0	0	0	0	0	0	0	0	0
GMNC	0	0	1	0	0	7	0	1	1	0	0	28
UTS2B	3	12	6	4	20	11	5	32	24	7	20	57
PYDC2	0	0	0	0	0	0	0	0	0	0	0	0
HRASLS	12	143	373	11	103	280	14	374	399	4	254	2464
MGC2889	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A4-AS1	0	0	5	0	0	2	0	0	6	1	0	3
OPA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
DPPA2P3	0	0	0	0	0	0	0	0	0	0	0	0
HES1	0	1	60	0	3	103	0	0	41	0	1	237
LRRC15	0	0	1	0	0	0	0	0	0	0	0	0
CPN2	1	2	0	0	0	3	0	1	1	0	3	3
LINC00887	0	1	0	0	0	1	2	0	0	0	0	9
GP5	0	0	2	0	0	1	0	0	0	1	0	1
LINC00884	3	1	4	8	13	21	39	13	3	33	15	32
ATP13A3	1755	1014	1892	1939	1006	2939	3692	2184	2435	2125	1824	11955
TMEM44	11	21	31	5	34	32	7	67	34	9	35	173
TMEM44-AS1	14	17	78	9	15	54	23	42	52	29	63	516
FAM43A	4	28	21	14	109	23	7	128	13	8	43	35
MIR3137	0	0	0	0	0	0	0	0	0	0	0	0
XXYLT1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
XXYLT1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2	337	432	174	526	408	253	794	844	202	484	811	946
APOD	6	24	3162	11	63	1589	15	76	2290	15	102	23811
SDHAP2	466	818	414	257	379	321	330	716	267	715	1049	2252
MUC20	54	228	67	119	332	172	97	455	99	121	368	535
MIR570	0	0	0	0	0	0	0	0	0	0	0	0
MUC4	28	76	32	40	94	66	33	104	20	77	228	190
MIR6829	0	0	0	0	0	0	0	0	0	0	0	0
TNK2	320	247	971	382	323	1036	797	697	1295	730	466	6500
LOC101929697	4	2	11	21	16	12	15	8	6	9	9	94
TFRC	443	385	182	2085	476	765	794	1009	321	650	657	1364
SDHAP1	395	648	376	247	427	269	477	951	277	492	1037	2411
ZDHHC19	9	39	4	2	2	5	7	16	5	15	26	27
LINC00885	4	2	1	1	4	0	5	6	0	2	3	4
PCYT1A	231	346	270	242	294	361	468	474	428	324	536	1875
SLC51A	43	105	25	51	90	62	61	117	30	64	142	348
TM4SF19-TCTEX1D2	1	0	0	0	0	0	0	0	0	0	0	0
TCTEX1D2	291	862	275	291	651	265	617	1603	275	369	1035	1312
TM4SF19	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0
UBXN7	1283	519	911	1224	456	892	2118	830	800	1707	870	4362
FBXO45	295	171	101	270	125	67	648	300	64	349	222	427
WDR53	73	26	83	59	49	49	151	138	61	143	64	530
SMCO1	0	3	2	0	0	0	2	10	0	2	2	5
PIGX	151	204	134	133	144	153	338	315	81	203	191	732
NRROS	14	15	21	23	5	15	45	6	8	44	4	282
CEP19	16	18	14	15	31	23	25	33	15	29	42	63
LINC01063	2	10	23	7	0	8	7	3	27	10	3	44
PAK2	1238	736	1546	1503	621	1441	2500	1122	1053	1610	1122	7300
NCBP2	148	114	75	155	91	89	325	218	82	246	157	661
PIGZ	445	237	144	423	225	223	972	736	271	753	488	1302
NCBP2-AS2	39	29	14	35	22	11	68	48	11	68	58	106
MELTF	30	10	25	30	9	19	61	24	22	81	14	218
MFI2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4797	0	0	0	0	0	0	0	0	0	0	0	0
DLG1-AS1	0	3	1	0	2	5	3	3	2	4	1	40
LOC220729	521	629	371	599	577	402	1139	1485	332	799	1169	1620
FYTTD1	493	240	312	535	223	334	1050	545	276	738	297	1918
RUBCN	1060	746	1101	1367	851	1037	1924	1640	1124	1606	1704	5846
MIR922	0	0	0	0	0	0	0	0	0	0	0	0
LRCH3	2259	891	2134	2262	939	2149	4388	2379	1607	2827	1767	9906
LMLN	244	766	328	226	709	335	497	1158	357	292	1175	1653
LMLN-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RPL35A	0	0	0	0	0	0	0	0	0	0	0	0
FAM157A	12	10	5	12	8	24	43	11	40	8	14	39
ANKRD18DP	1	0	2	4	3	4	1	1	0	3	4	13
LDB2	40	61	1410	19	127	791	104	216	1665	46	156	7114
ACOX3	283	384	477	317	434	497	642	674	531	559	566	2941
TMEM33	396	557	338	359	375	296	836	832	282	566	760	1983
SEPSECS-AS1	261	193	642	282	185	796	619	341	873	280	278	3438
LINC01216	24	4	7	8	4	5	27	8	2	22	9	20
COL25A1	255	232	188	213	273	239	473	577	280	301	457	1330
RCHY1	1007	403	623	1155	370	565	1884	969	505	1173	899	3112
LOC101929194	4	11	2	0	10	1	11	21	2	3	14	16
LINC01378	46	26	34	29	23	23	72	67	29	33	39	130
WDR17	1872	1364	1338	2160	1497	1760	4362	3615	1685	2223	2448	6810
LRBA	6922	4765	5438	7352	4877	5971	13400	10513	4703	7580	8750	25383
INPP4B	421	72546	2425	286	67609	2394	713	159039	2490	263	123231	13791
WFS1	199	117	211	303	110	253	341	130	337	645	171	1623
STK32B	43	51	2366	42	142	2770	85	97	2791	39	101	13202
HTT	2285	1779	1650	2378	1580	1783	4329	3069	1810	3776	3056	10113
POLN	768	708	318	865	695	471	1389	1289	365	1098	1054	2662
OTOP1	5	6	0	2	0	0	3	5	2	2	3	2
SORCS2	107	426	8377	163	974	8827	203	747	6111	283	1495	39614
BST1	35	12	36	52	16	22	46	16	6	54	25	248
LINC00504	773	658	306	533	590	457	1806	1603	368	868	932	1688
KCNIP4	96116	50684	17888	92604	78828	19307	351914	133899	22621	139001	126754	105373
NCAPG	39	39	16	56	76	24	168	201	6	62	234	101
LOC101929199	4	6	12	5	2	7	13	7	7	7	8	55
APBB2	1630	3373	10640	1695	3974	10660	3032	5555	7854	2080	6338	57328
PDS5A	2708	1910	2123	3115	2038	2419	5307	3921	1727	3454	3673	10682
TLR1	2	4	35	0	8	32	1	32	23	0	38	280
GABRB1	2788	172	14310	3902	677	26307	6803	1230	23415	2673	569	84958
TEC	6	14	16	4	41	3	10	36	7	3	54	53
GRXCR1	4	5	3	3	5	2	9	10	1	5	5	14
LNX1	472	901	387	463	718	473	811	1233	569	526	1141	3128
PDCL2	8	1	14	6	4	2	9	1	1	9	7	49
ADGRL3	5601	22115	12531	6983	19141	21870	11671	43361	17018	6611	38903	65728
ADAMTS3	36	28	40	23	22	65	49	57	53	31	47	204
AREG	0	1	0	0	0	0	0	0	0	1	0	0
UGT2B11	0	0	0	0	0	0	1	0	0	0	1	0
SLC4A4	2904	86	26599	5041	764	48066	6839	140	42559	3520	1106	155936
SHROOM3	4243	169	2324	4266	423	2936	10536	443	4385	6867	784	12097
CXCL13	463	37	38	336	19	43	728	46	26	530	58	135
C4orf22	4827	2375	144	4794	2911	113	12719	6874	121	5623	5154	443
SEC31A	1558	967	1351	1615	909	1271	3335	2500	1143	2159	2275	6992
AFF1	690	914	2042	803	1013	2150	1204	2005	1401	685	2016	10007
ARHGAP24	82	125	1123	113	245	999	160	222	927	143	432	4626
WDFY3	6613	5266	7832	7248	5298	9005	12662	10875	6605	8496	9507	38992
CCSER1	26380	14016	2613	31177	17537	3156	51412	22851	2518	28206	29094	10916
UNC5C	223	38302	19463	510	46355	19279	265	114270	12110	227	70755	90834
MTTP	0	9	28	4	15	57	8	88	30	2	9	64
GRID2	48789	306586	78857	54683	305131	156977	105371	721017	125878	53104	549631	444411
TSPAN5	15340	10567	5186	18470	10130	6821	26376	19895	3649	19886	16224	26317
HADH	522	491	317	469	407	354	888	722	225	650	696	1572
MANBA	2729	1137	1863	2496	1020	1406	4559	1852	897	2691	1757	5996
NPNT	8	2	23	6	4	13	4	19	3	7	49	28
DKK2	73	27	30	150	34	27	187	34	27	70	32	91
ANK2	16219	17227	31549	18785	17281	59414	31301	32122	45534	19907	30875	175360
ELOVL6	1899	1531	1373	2128	1801	1588	3352	3008	1017	2038	2421	7543
PDE5A	4210	2256	1796	7079	3990	3238	11690	6770	1930	5138	5129	9847
IL21-AS1	3	8	7	8	6	11	12	13	5	9	12	35
LINC01091	11	13	182	9	14	318	23	27	275	16	36	964
MFSD8	743	466	340	732	369	330	1672	1061	218	1002	938	1804
PCDH10	2	7	619	4	43	693	6	27	557	0	60	2861
SCLT1	2687	4116	3006	3923	5013	3414	4856	9351	2640	2669	6641	11855
LINC00499	56	23	79	77	25	135	146	59	1034	115	45	1222
RAB33B	302	204	116	535	140	107	705	247	99	419	219	642
TTC29	24	23	122	18	29	210	28	35	123	25	59	965
HHIP	450	506	3025	696	1015	2577	1159	1834	1472	646	1488	15548
ARHGAP10	23	275	1890	87	245	2146	41	430	1776	44	625	13153
FREM3	30	62	189	24	62	178	30	137	88	27	77	480
GRIA2	6040	3984	4884	7043	4411	6560	13864	9950	6594	7496	6519	29054
FSTL5	48004	460	2523	60683	2862	5122	111182	899	4567	48570	1208	12274
MARCH1	904	829	17225	1008	2676	14844	428	3721	9495	1128	2722	82716
PALLD	840	995	1417	1055	1056	2038	1842	1931	1381	964	1731	7575
GALNTL6	581	19601	550	230	27306	715	1436	55910	650	366	44792	3252
LOC389247	290	196	145	221	111	157	399	238	59	343	323	572
TENM3	1866	1061	406	2304	1033	264	3058	1931	181	2118	1623	938
FAT1	109	2422	2519	570	1956	5589	297	4822	3636	877	4530	16906
SORBS2	2019	3113	1000	1959	2801	957	5200	4865	923	2672	5617	4888
ZNF718	1802	1092	1492	2179	1115	1606	3706	2280	1298	2613	2261	8376
PIGG	337	224	487	376	291	482	750	657	573	724	586	3813
PDE6B	35	527	750	22	480	510	63	1420	325	30	1072	3569
CPLX1	802	989	45	820	1261	75	1795	1930	143	1095	1738	345
GAK	424	288	544	483	425	560	859	714	503	908	663	3577
MAEA	456	415	488	472	523	445	874	753	435	713	615	2684
WHSC1	1438	956	956	1562	1066	1087	2575	1660	997	2087	1474	5749
LETM1	191	232	150	169	224	151	348	389	88	414	332	1176
SLBP	231	185	154	268	249	275	346	274	123	301	248	930
SPON2	709	60	28	428	46	70	1377	167	46	1198	77	323
RNF4	397	369	414	417	407	435	773	603	372	693	538	2483
ADD1	2168	1579	4327	2310	1499	3788	3669	2982	3385	3329	2168	21480
GRK4	1013	1512	566	1162	1810	798	1955	3366	621	2006	2920	3858
TNIP2	4	10	16	12	8	27	5	2	30	27	24	205
ZFYVE28	5763	2660	530	6961	3366	707	13340	6491	673	9807	5850	3297
RGS12	562	380	1375	471	331	2078	1147	493	1737	1218	594	7996
LOC101928306	27	26	24	27	30	37	34	51	17	18	72	209
STX18	1392	1474	1560	1699	1574	2119	2651	2576	1624	1870	2125	9470
STX18-AS1	1909	3065	1953	1827	3582	2168	3857	6205	1946	2792	5665	12668
LINC01396	3	25	8	8	14	8	19	54	11	15	17	50
EVC	85	206	462	135	280	610	317	587	667	254	563	2169
JAKMIP1	190	1069	261	216	968	120	426	1496	189	273	1461	841
EVC2	7	7	269	5	15	393	9	11	319	10	16	961
PPP2R2C	2416	2181	1024	3469	2809	1050	4658	5205	635	4618	3671	5854
KIAA0232	2051	2624	2277	2146	2167	2420	4511	5254	2055	3139	3913	13140
TBC1D14	223	460	836	228	410	993	408	963	780	407	697	5554
ABLIM2	1030	2164	474	939	2407	411	1846	3337	504	1417	2909	2259
AFAP1	614	79	619	696	114	888	1085	226	708	755	192	4085
SLC2A9	12	40	211	7	39	227	23	84	164	12	92	627
WDR1	77	248	273	76	186	434	142	365	226	128	327	1517
CLNK	105	33	25	175	24	18	250	74	25	169	47	130
HS3ST1	2162	391	162	1830	428	221	4822	601	256	2947	459	1131
RAB28	3754	2631	2432	3375	2368	2318	7101	5407	2364	3825	3770	11088
LINC01182	113	90	1403	71	79	426	173	140	734	79	139	4283
CC2D2A	3396	2302	2597	3493	2030	3208	7078	4062	3640	4299	3435	19995
CPEB2-AS1	1811	853	469	1355	753	514	4019	1530	518	1931	1378	2221
LOC101929095	558	804	801	454	594	837	1161	1880	1199	928	1319	10369
PROM1	5	19	193	2	11	185	4	10	219	6	8	1075
