Gene	1861_granule	1862_granule	1996_granule	1859_basket	1860_basket	1640_basket	1992_astrocyte	1993_astrocyte	1327_purkinje	1329_purkinje	1639_purkinje	1471_purkinje	1472_purkinje
Kbtbd12	64	17	34	4	17	2	2	3	8	13	1	2	0
Txnrd3	1	1	5	9	6	9	66	20	166	206	217	25	34
Chchd6	2152	1222	1489	3971	4976	5725	1204	1598	2022	1557	3846	413	340
Chst13	1	0	1	8	6	2	3	3	3	0	0	0	0
Iqsec1	9388	8943	11848	11481	12264	15129	15274	14369	475	250	2968	78	60
Aldh1l1	220	34	112	64	61	51	10466	14749	12	9	43	0	0
Nup210	1327	1317	1439	1106	1039	1101	103	153	629	390	1189	130	142
Tmem43	91	23	52	91	74	84	147	78	66	8	65	20	3
Nr2c2	6131	5871	4748	4742	5385	6397	2452	2579	3079	1563	4230	601	416
Slc6a6	810	967	944	625	604	771	56	17	4727	2917	7205	921	750
Fgd5	52	23	38	23	31	22	15	36	10	41	36	1	3
Ccdc174	406	476	454	779	836	764	340	510	459	432	889	100	126
Prickle2	90	76	182	2776	3228	3361	3836	4803	3137	1772	4438	685	466
9530026P05Rik	14	13	33	7154	7992	8585	211	251	14	17	341	1	2
Adamts9	24	11	12	320	351	538	132	232	42	32	54	1	0
Magi1	9964	9314	9515	12751	14436	16347	5310	6074	528	317	2533	96	63
Lrig1	1141	1011	1676	393	321	702	30615	30900	111	57	263	23	13
Slc25a26	1144	1026	1279	1704	2117	2696	1128	1362	1504	1122	2379	194	213
Suclg2	113	70	55	518	520	606	1056	1033	94	77	116	11	12
Eogt	536	480	541	170	158	211	220	439	203	176	449	50	84
Fam19a4	19	14	10	21	23	22	11	43	63	66	50	5	10
Gm765	23	15	10	38	28	9	15	49	75	66	10	7	7
Mitf	2631	2441	2988	2645	2861	4092	3378	4099	1704	1290	3925	320	244
Foxp1	8856	9146	9384	3460	3966	5308	2936	2912	1048	904	2726	167	155
Rybp	1340	1167	862	717	894	961	550	519	216	177	436	41	50
1700049E22Rik	1	1	0	2	3	1	2	2	2	3	0	0	0
Pdzrn3	12	13	7	66	69	105	75	51	2305	1131	2135	382	284
Gxylt2	30	29	12	22	39	21	65	61	62	69	17	2	2
Cntn3	33	34	43	4925	6221	6154	28	27	19623	8704	14010	3015	1560
Chl1	13609	12542	9453	4068	5333	5158	7195	10236	414	450	1365	17	42
Arl8b	1969	1274	1420	1819	2278	2624	888	850	703	436	1723	156	133
Itpr1	1336	1175	1622	5252	5908	7782	1518	1598	292935	162577	368526	60667	46818
Sumf1	1681	1259	1074	940	1016	1176	1063	912	2624	1674	3359	546	486
0610040F04Rik	791	998	658	860	1119	1237	61	147	150	160	330	21	39
Cav3	2	3	2	1	2	1	3	9	8	4	2	0	0
Lmcd1	10	12	5	26	41	33	15	28	267	115	200	48	23
Srgap3	19636	17670	22639	9676	10249	13721	9636	10001	4444	2522	9659	926	750
Setd5	6278	5742	5678	6532	7545	7877	4433	5675	3984	2387	5242	770	549
Tada3	78	28	123	49	58	68	334	517	55	31	112	19	20
Atp2b2	18347	15367	23481	12023	13033	15868	12413	13128	70428	44197	66632	12020	9277
Slc6a11	20	3	14	33	43	51	848	927	20	30	92	4	6
Irak2	26	59	88	26	51	43	2667	2986	147	112	285	40	37
Hrh1	62	6	58	26	10	29	6628	5450	9	2	172	0	2
Atg7	1412	1108	1839	966	1000	1427	1426	1652	747	472	1270	146	142
Syn2	14590	12844	12100	19628	22477	24393	6426	7178	1792	917	3791	251	159
Fam21	1539	1029	1124	1263	1542	1843	1422	1910	22111	16329	38131	5751	5854
Pparg	122	158	177	2807	3526	3546	1640	1626	1089	605	1409	213	140
Tmem40	3	1	0	1	4	0	292	204	4	1	3	0	1
Mkrn2	207	208	340	234	257	291	200	178	167	78	331	42	45
Ift122	178	156	232	166	143	226	1305	1645	244	188	413	40	57
Tmcc1	9664	8726	6454	8289	9139	10050	3938	5027	6340	4380	7257	1051	898
Rassf4	5	2	6	25	27	17	2	16	30	19	92	2	1
Cxcl12	0	2	0	169	194	248	1	3	3	1	3	0	0
1700030F04Rik	6	13	3	14	16	4	1	8	24	25	22	0	4
Cacna2d4	19	10	25	41	24	45	582	454	40	18	22	0	6
Adipor2	608	637	752	652	693	802	590	723	305	206	690	37	50
Cacna1c	39132	39731	45677	7646	7886	10096	489	552	563	342	6993	74	97
4931430N09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnk1	7312	5839	4941	4891	5717	6115	4017	4269	3531	2097	4686	611	501
Ninj2	25	18	23	30	56	73	30	28	61	23	43	8	5
Erc1	31673	27709	23169	6290	7010	8393	1691	2749	1105	817	3097	169	172
Bcl2l13	880	546	885	632	896	954	750	737	342	215	702	80	59
Mical3	8343	8489	13076	5584	5921	6269	2247	2398	6186	5238	8615	1164	1189
Cecr2	1920	2125	1701	1469	1779	1569	3128	3532	540	301	641	95	74
Mug2	11	9	6	14	5	6	1	3	13	18	4	3	2
C1ra	1	2	0	3	5	1	2	1	6	0	3	0	0
4930557K07Rik	24	61	67	63	50	63	90	128	19	4	36	4	2
Ing4	0	0	0	0	0	0	0	0	0	0	0	0	0
Lag3	34	9	16	30	31	26	12	0	6	0	0	1	0
Ncapd2	287	240	353	271	266	265	359	197	95	111	207	15	29
Vwf	19	23	9	35	38	17	14	45	59	44	23	7	3
Ccnd2	13	9	4	366	317	232	1	2	9	8	22	0	2
Tspan9	6411	5335	7011	696	600	784	2511	2484	3681	2282	4612	755	639
Klrb1	1	3	0	2	3	2	0	3	7	3	1	0	2
Gm10069	56	79	103	97	126	210	339	284	91	92	138	20	3
Olr1	1	0	0	3	1	0	2	6	10	6	0	0	0
2310001H17Rik	0	0	1	0	1	0	0	0	1	2	7	0	0
Klra12	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra14-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr19	689	481	617	765	695	730	984	733	90	120	235	20	32
Mansc1	32	42	76	130	197	153	122	169	92	74	190	18	26
Dusp16	3314	2503	2775	286	313	450	1554	2068	330	301	484	53	56
Lrp6	3542	3624	2835	3273	3922	4197	2662	3708	1127	716	2603	206	182
Grin2b	374	155	316	5923	6387	7589	18542	24217	102	88	2010	7	8
4930425L21Rik	1	2	0	9	14	5	10	4	7	2	6	0	0
Rerg	21	38	30	72	86	53	13	24	117	82	535	8	15
BC049715	0	0	0	5	0	6	3	15	1	0	6	0	0
Gucy2c	132	104	49	196	113	100	68	109	379	387	111	12	43
Atf7ip	6873	5730	5612	6815	8574	9122	4512	5128	2625	1833	3984	565	507
Slc15a5	12	10	4	84	85	80	29	20	60	48	15	2	2
Mgst1	13	2	4	7	6	15	226	243	9	3	4	1	1
Eps8	7134	6223	8250	1078	1364	1822	13303	17767	53	36	229	1	1
Dera	17	35	36	406	443	391	195	102	125	55	209	19	11
Pik3c2g	156	125	33	260	186	47	65	141	345	275	116	27	37
Aebp2	2219	2057	1588	1497	1672	1869	1867	2604	1052	767	1939	205	179
Pde3a	4915	4086	3334	823	920	1165	4858	6109	2851	1591	2893	455	298
Slco1a4	5	5	4	17	17	25	11	19	33	27	19	4	4
D6Ertd474e	92	16	22	22	15	19	34	102	325	205	377	69	54
St8sia1	4116	3071	4133	4676	5216	5481	105	93	4176	2699	4379	670	506
Sox5	1238	998	869	215	297	449	20398	28033	14773	9215	11246	2187	1688
Kras	1989	2569	1492	2488	3011	2422	524	387	1487	817	1609	249	135
Tuba3b	0	0	0	3	1	0	0	0	1	0	0	1	0
Itpr2	316	211	377	1307	1475	2082	10859	13858	214	95	569	16	17
Ppfibp1	14	38	13	128	168	314	139	159	24	16	44	5	2
Ccdc91	1221	992	1237	1501	1955	2245	1048	1172	1647	854	1987	300	198
E330012B07Rik	3	6	6	41	33	33	22	5	5	7	20	3	6
Mrps35	520	535	421	442	551	725	287	276	208	132	543	38	41
Far2	324	218	216	385	330	486	91	146	11178	8168	11867	2098	1642
Tmtc1	87	89	56	860	944	1321	955	1015	5222	3626	6169	846	793
Bicd1	10615	10321	7623	2987	3551	3602	906	1208	3537	2084	4852	546	383
Amn1	703	601	424	705	1026	849	357	626	523	247	381	54	45
Dennd5b	4459	3504	3294	3603	4089	4463	731	758	2618	1722	3524	489	438
Samd9l	2	4	0	0	3	3	3	3	3	7	3	1	0
Gm8579	4	3	1	2	4	0	2	2	2	4	1	0	0
Hepacam2	9	3	4	58	36	40	13	61	87	97	57	4	19
Calcr	4	5	7	11	11	2	32	38	8	15	2	1	3
Mir489	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir653	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi2	1	1	2	0	2	0	2	0	3	0	1	0	0
Gngt1	0	0	0	1	0	0	0	0	1	1	0	0	0
Gng11	12	1	0	1	1	0	66	47	0	0	0	0	0
4930528H21Rik	2	1	0	7	2	3	2	5	7	1	0	0	0
Bet1	85	46	47	109	147	140	107	62	97	46	95	14	4
Col1a2	3	7	7	13	14	17	474	424	13	8	6	0	0
Casd1	1822	1562	1235	2524	2947	3233	927	840	407	269	679	63	66
Peg10	10	16	29	35	33	18	55	10	8	3	19	0	1
Pon1	21	6	6	3	27	5	6	17	10	12	5	0	0
Pon2	12	3	12	11	8	13	527	830	217	187	320	41	41
Pdk4	2	4	2	3	7	2	101	179	34	27	2	4	1
Asb4	3	2	0	4	12	4	0	6	38	32	25	9	2
1700019G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Shfm1	768	712	638	605	805	707	401	596	332	307	378	43	57
Dlx6	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlx5	1	1	1	2	1	0	0	0	1	1	0	0	0
Dlx6os1	4	2	1	5	5	2	2	6	19	12	0	0	2
Dlx6os2	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	1537	1892	771	1432	1487	1777	417	896	867	605	1172	121	91
Tac1	0	2	0	1	0	2	1	0	62	26	107	14	10
Asns	331	322	230	1747	2040	2413	6	1	212	127	518	47	55
Mios	792	863	497	779	935	941	166	209	356	258	616	74	54
A430035B10Rik	10	31	8	17	17	14	0	0	10	0	3	2	0
AA545190	0	0	0	1	0	0	1	0	0	0	1	0	0
Ndufa4	284	379	238	582	636	485	95	76	176	290	483	45	51
Gm6578	5	21	4	9	6	10	11	32	24	26	6	5	10
Tmem106b	898	763	702	1455	1790	1828	524	537	371	250	661	65	74
Vwde	9	10	3	427	501	490	7	14	24	25	10	3	1
1700016P04Rik	0	0	0	1	0	0	0	0	0	0	5	0	0
Tmem168	352	325	301	319	477	527	113	133	279	179	375	51	46
Gpr85	166	159	181	107	167	173	23	40	211	74	133	22	10
2610001J05Rik	69	98	34	68	84	53	9	7	27	15	37	8	2
Ppp1r3a	2	3	1	9	3	1	4	3	6	8	3	1	0
Tfec	13	12	5	18	19	9	8	37	52	38	9	5	1
Tes	2	4	1	34	40	52	15	7	3	6	21	0	0
Cav2	12	6	9	8	17	5	36	30	9	7	11	0	4
D830026I12Rik	3	1	0	5	2	2	4	3	6	12	4	0	0
Cav1	10	7	4	21	14	25	1	4	11	13	1	0	0
Capza2	1845	1446	1418	1479	1625	1953	924	812	569	260	1056	129	74
Wnt2	124	111	40	154	225	73	107	436	417	269	75	28	17
Lsm8	271	269	106	135	126	149	46	53	60	50	49	17	8
Mir6370	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan12	123	66	30	64	84	67	546	462	375	211	604	67	74
Ing3	729	613	595	917	940	917	441	334	335	146	548	53	52
Wnt16	3	3	3	7	6	6	0	5	21	19	45	4	1
Fam3c	487	568	221	868	932	649	348	355	312	230	444	55	51
Aass	9	1	34	0	13	9	1444	2991	74	18	28	7	0
Fezf1	0	0	0	0	3	0	1	0	1	0	0	0	0
Rnf148	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf133	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0	0	0	0	1	0
Ndufa5	445	369	357	599	618	640	130	170	215	131	465	59	63
Lmod2	4	2	2	0	0	2	1	5	0	0	0	0	0
Asb15	36	19	18	17	29	6	16	29	51	23	20	1	5
Hyal4	1	1	0	2	4	1	1	3	4	5	8	0	0
Hyal6	3	4	2	9	12	1	4	3	35	23	3	3	3
Spam1	1	2	0	1	1	2	1	1	0	0	1	0	0
Hyal5	7	8	2	10	15	3	5	3	23	14	9	1	2
Tmem229a	13	12	42	51	96	75	169	165	35	8	37	6	4
Gpr37	6	19	1	6	5	4	32	97	2	6	9	0	0
Pot1a	1653	1201	1004	942	1154	1360	680	735	680	371	906	129	107
Mir592	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp800	911	731	460	696	802	892	222	279	349	260	538	68	68
Arf5	67	124	44	117	64	27	34	27	26	35	51	6	11
Gcc1	16	48	35	68	31	39	14	11	10	17	8	0	6
Fscn3	4	4	7	1	3	4	13	0	1	2	1	1	0
Lrrc4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir129-1	0	0	1	0	0	0	0	0	0	2	0	0	0
Lep	0	2	1	1	0	1	1	0	5	1	0	0	0
Prrt4	3	6	1	106	84	92	1	1	87	75	95	25	21
Impdh1	65	102	57	86	93	101	1	1	61	53	134	9	18
Rbm28	1168	986	1057	1332	1357	1688	1263	1003	1287	1178	1796	271	300
Fam71f1	1	3	0	0	3	0	5	3	2	3	2	0	0
Fam71f2	3	6	11	19	19	8	8	4	7	6	9	2	2
Hilpda	1	7	3	14	0	4	10	0	3	3	7	1	1
Atp6v1f	41	34	34	65	52	64	76	64	33	19	30	3	6
Ccdc136	765	1077	976	2477	2865	3397	869	673	323	251	1375	78	76
Opn1sw	12	11	15	9	14	8	27	1	3	0	2	0	0
Flnc	5	2	0	28	4	10	23	10	7	4	3	0	0
Gm9047	0	1	25	13	4	9	10	18	0	0	1	0	0
Irf5	45	47	91	58	57	61	54	79	18	6	21	3	4
Tnpo3	1529	1759	1423	1693	1854	2365	758	820	909	602	1513	181	168
Tspan33	206	165	283	289	278	387	649	861	63	35	138	18	10
Strip2	827	585	602	489	498	569	117	167	7749	5091	9708	1400	1168
Smkr-ps	0	2	0	2	0	0	6	13	9	0	15	2	0
Mirc35hg	3	4	4	14	8	3	1	2	4	3	3	2	0
Mir183	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir182	0	0	0	0	0	0	0	0	0	0	0	0	0
BB283400	0	0	0	1	0	0	0	0	0	0	0	0	0
Mir96	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3hc1	478	279	276	251	240	265	174	159	141	50	286	20	9
Ssmem1	1	1	0	0	1	2	0	0	5	0	2	4	0
Tmem209	185	298	233	462	601	399	259	301	180	108	204	34	44
1700012C14Rik	0	0	0	0	0	1	0	0	0	0	0	0	0
Cpa2	7	3	20	8	4	1	9	9	6	3	6	1	0
Cpa5	0	2	2	2	2	2	0	3	3	6	1	1	0
Cpa4	19	7	2	7	5	2	3	3	3	7	2	0	0
Cpa1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir335	0	0	0	0	0	0	0	0	0	0	0	0	0
Mest	90	101	223	261	286	368	55	31	16	11	162	5	2
Tsga13	1	1	1	4	4	3	2	5	3	4	0	0	0
Klf14	0	0	0	1	2	0	0	0	0	0	0	1	0
Mir29b-1	0	2	0	0	1	0	0	0	0	0	0	0	0
Mir29a	0	0	4	2	3	3	0	0	2	19	2	0	1
Mkln1os	150	86	151	753	706	1026	456	465	368	141	765	74	57
Podxl	8	15	29	18	24	18	32	123	27	30	14	1	0
1700012A03Rik	1	0	0	0	3	2	0	0	2	1	0	0	0
Plxna4os1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b4	127	240	378	350	415	502	433	543	242	153	356	55	35
Gm6644	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b3	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b10	0	2	6	124	143	105	207	235	21	19	87	5	4
Akr1b7	5	2	0	6	3	8	1	4	12	14	4	0	1
Akr1b8	2	1	1	1	0	1	8	2	2	1	0	0	0
Bpgm	396	173	268	253	290	229	510	413	102	80	153	19	32
Agbl3	119	74	84	334	424	373	453	836	166	73	130	27	16
2010107G12Rik	34	34	24	23	51	12	111	225	70	50	56	7	1
3110062M04Rik	4	1	4	14	8	2	12	13	0	6	6	0	0
Wdr91	153	210	244	317	233	346	440	472	109	41	283	23	19
Stra8	0	2	0	0	4	4	1	9	8	2	1	0	1
Nup205	1163	1550	1318	1631	1466	2059	545	1032	813	576	1848	206	169
Slc13a4	37	24	15	23	36	23	21	63	42	33	8	3	6
Fam180a	1	0	0	0	17	3	0	3	5	1	1	2	0
1700065J11Rik	0	0	0	0	0	1	0	0	2	1	0	0	0
Mir490	0	0	0	0	0	0	0	0	0	0	0	0	0
9330158H04Rik	26	7	7	33	23	8	5	12	15	15	75	2	2
Ptn	347	77	209	2080	2687	2701	10919	10952	82	61	347	11	10
Akr1d1	7	8	3	6	8	10	1	4	15	10	9	0	0
Atp6v0a4	81	146	157	93	96	82	7	14	44	25	27	3	4
Tmem213	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3hav1	238	26	27	20	31	18	205	298	52	24	15	2	3
Zc3hav1l	356	64	71	101	113	138	20	20	7	8	38	0	0
Ubn2	6777	5953	5608	6479	7482	8972	5102	6487	3279	2182	5197	732	603
Mir7670	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l2	12818	11720	8033	13589	14809	13446	4951	5948	26632	19851	24099	3584	3172
Klrg2	115	53	65	31	7	22	206	145	20	3	29	10	0
4930599N23Rik	170	67	92	97	117	113	71	48	33	23	36	14	4
Parp12	83	316	119	452	433	410	319	334	55	81	87	21	29
1700025N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab19	15	11	13	14	4	12	29	0	7	2	10	1	1
Mkrn1	1155	946	617	1106	1159	1311	215	187	494	370	1221	107	116
Slc37a3	910	655	758	567	820	813	337	253	380	346	854	90	123
Dennd2a	211	242	308	361	470	551	4977	5643	227	150	329	23	38
Ndufb2	175	271	191	229	236	245	133	118	226	164	312	41	34
Mrps33	156	51	85	128	105	129	154	160	79	52	209	26	21
Ssbp1	1182	625	422	712	853	766	583	487	425	422	608	75	103
Tas2r108	8	21	12	3	11	10	47	49	0	0	1	0	0
E330009J07Rik	3391	3467	2599	918	754	803	231	379	162	143	306	29	33
Tas2r137	17	4	16	0	0	11	4	12	0	0	0	0	0
Wee2	13	13	14	3	4	12	0	7	9	9	5	2	0
Olfr461	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss37	0	11	1	2	11	11	45	52	2	0	1	0	0
Clec5a	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr460	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0	0	0	0	0	0	0	0
Moxd2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2663	0	0	0	0	1	1	0	0	0	1	0	0	0
1700074P13Rik	0	2	0	5	1	2	5	9	5	1	1	1	0
1810009J06Rik	0	0	0	0	1	0	0	0	0	2	0	0	1
Prss58	0	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	2	0	1	0	0	1	0	1	0	0
Prss3	0	0	0	0	0	0	0	0	0	0	0	0	0
Try4	0	0	0	0	0	0	0	0	0	0	0	0	0
Try5	0	1	0	0	0	0	0	0	0	1	0	0	0
Gm5771	0	0	0	0	0	1	0	0	0	0	0	0	0
Try10	0	1	0	0	0	0	0	0	1	0	0	0	0
Gm10334	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss1	3	1	0	0	0	0	0	0	0	1	0	0	0
Prss2	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv6	8	7	2	71	48	61	6	7	1	1	16	0	0
Ephb6	36	9	14	226	184	281	101	34	8	0	63	0	0
Trpv5	15	11	4	8	41	4	5	11	23	20	1	2	1
1700034O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Kel	3	4	0	4	2	2	3	3	7	8	0	0	3
Olfr459	0	0	0	0	0	0	0	0	1	0	0	0	0
Pip	0	0	0	0	1	1	0	0	0	1	0	0	0
Sval2	0	0	0	1	1	0	0	0	0	0	0	0	0
Sval1	0	1	0	1	2	0	0	0	0	0	0	0	0
Sva	2	1	0	0	0	0	0	0	0	0	0	0	0
Sval3	0	1	0	4	0	1	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstk1	3	82	8	22	55	41	56	19	1	0	11	0	0
Tmem139	1	0	0	0	2	1	0	0	0	0	0	0	0
Fam131b	470	386	334	158	145	113	6	3	7	1	44	0	0
Clcn1	510	706	913	236	253	340	28	23	45	39	164	4	22
Casp2	476	293	532	286	369	436	137	138	107	81	204	19	23
Tas2r144	0	1	0	0	0	0	0	0	0	0	0	0	0
Tas2r135	31	5	19	8	28	20	0	0	0	0	1	0	0
Olfr458	1	10	9	5	13	7	4	0	0	0	0	0	0
Epha1	264	227	368	125	200	197	36	34	0	1	10	0	0
2010310C07Rik	89	207	105	84	89	130	12	19	1	2	5	0	0
Zyx	184	205	416	126	123	143	111	106	4	0	56	0	0
Tas2r143	42	20	36	12	19	32	0	0	0	1	0	0	0
Tas2r126	4	0	8	2	7	12	0	0	0	0	0	0	0
Olfr457	13	0	7	0	4	3	0	0	0	0	0	0	0
Olfr455	0	0	0	0	2	1	0	0	0	0	0	0	0
Olfr456	2	0	11	1	1	10	1	0	0	0	0	0	0
Tcaf3	105	162	90	113	148	111	6	24	1	0	3	0	0
Tcaf2	100	98	80	101	124	106	64	34	53	27	13	2	7
Tcaf1	1537	1659	1133	1427	1695	2106	678	540	727	309	1049	126	75
Olfr449	0	0	0	0	2	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr38	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr447	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0	0	1	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0	0	0	0	1	0	0	0
Olfr47	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	1	1	0	1	0	1	0	0	0	0
Arhgef5	4	2	3	1	2	0	68	146	1	4	2	0	0
Nobox	0	1	1	1	1	0	0	5	0	0	0	0	0
9430018G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul1	3927	3613	2593	4467	4864	5843	1379	1717	1928	1537	2836	320	350
Rn4.5s	0	0	1	1	2	0	3	1	0	0	1	0	0
Mir704	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdia4	128	96	254	120	170	236	321	280	135	154	182	24	41
Zfp786	106	92	100	143	99	89	57	32	67	52	79	6	10
Zfp212	228	152	146	124	107	129	137	36	45	14	120	6	1
Zfp956	477	459	161	301	237	226	197	104	84	65	200	27	37
Zfp282	867	583	653	428	417	556	388	481	329	165	457	74	54
Zfp783	93	83	114	127	100	99	532	386	33	15	73	9	2
Zfp777	663	441	686	411	576	543	443	757	226	139	405	48	30
Zfp746	1958	1794	1692	1123	1254	1557	860	1031	554	334	939	125	118
Krba1	501	660	872	685	738	978	1390	1149	147	123	483	44	36
Zfp467	923	738	774	416	292	300	2793	2921	6	8	79	0	3
Zfp862-ps	798	972	938	589	761	763	616	969	189	172	302	31	32
Rarres2	0	0	2	1	3	4	51	79	2	1	0	3	0
Zfp775	98	61	57	135	90	135	201	290	66	51	64	3	6
Lrrc61	112	100	115	165	244	336	222	175	85	27	196	21	19
Repin1	426	385	95	752	750	467	127	76	911	999	456	36	87
1700026J14Rik	0	1	4	0	1	2	0	2	0	0	2	0	1
Gm5111	0	0	1	0	3	2	0	0	28	0	0	7	0
Atp6v0e2	172	420	236	233	252	240	157	78	85	32	115	17	12
Gimap1	1	2	1	2	0	0	1	0	3	2	0	0	1
Gimap8	3	1	0	3	2	0	0	0	0	0	2	0	0
Gimap4	0	1	0	1	0	0	0	0	1	0	0	2	0
Gimap7	0	0	0	0	0	0	1	0	0	0	0	0	0
Gimap5	0	0	0	2	0	0	0	0	1	0	0	0	0
Gimap6	5	1	0	0	0	1	0	0	8	2	3	2	0
Gimap9	0	0	0	1	0	0	0	0	0	2	3	0	0
AI854703	26	27	37	78	111	115	1	5	37	28	138	10	13
Tmem176b	1	2	3	3	6	9	202	178	0	1	8	0	0
Tmem176a	0	0	3	2	1	3	13	2	1	0	0	0	0
Gimap3	1	0	0	1	1	2	0	0	2	3	1	0	0
Doxl2	0	0	0	0	0	0	0	1	0	1	1	0	0
Aoc1	2	2	2	0	0	1	1	0	7	2	30	1	1
Svs1	0	0	0	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0	2	0	0
4930563H07Rik	1	1	0	3	0	2	0	5	1	0	26	0	0
Malsu1	622	499	361	505	568	671	404	263	293	113	392	55	43
Gpnmb	3	1	3	6	4	2	233	117	22	7	8	2	3
Tra2a	3279	2982	2538	4455	5068	5412	2140	2447	2531	2342	3402	463	389
Ccdc126	186	118	193	229	226	249	160	237	117	58	216	37	26
Fam221a	61	34	20	15	9	20	29	77	19	10	21	1	3
Npy	1	20	6	1	0	0	196	346	0	1	1	0	0
Mpp6	2406	1924	1698	1454	1729	2107	26149	31867	40	19	593	2	3
Dfna5	524	381	579	351	486	622	2331	2258	99	56	205	18	21
Cycs	17	44	18	51	60	30	28	12	53	34	38	13	11
Mir6371	0	0	0	0	0	0	0	0	0	0	0	0	0
Npvf	0	0	0	0	0	0	0	0	0	1	0	0	0
C530044C16Rik	9	7	10	4	3	5	272	275	8	4	47	0	1
Mir148a	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3	355	250	267	362	378	450	134	208	103	107	259	22	27
Nfe2l3	324	568	348	475	445	503	82	170	134	102	325	43	38
Hnrnpa2b1	3780	3245	2184	5765	6546	4884	3133	3300	2739	2263	2320	464	389
Snx10	1176	1280	1220	1902	2091	2970	1041	1179	1361	690	2678	323	241
Hoxa2	0	0	0	1	0	0	0	0	1	0	0	0	0
Hoxa1	0	0	0	0	1	0	0	2	0	0	0	0	0
Hotairm1	0	1	0	3	2	0	8	2	0	0	2	0	0
Halr1	1	3	1	4	3	1	0	5	10	8	0	1	1
Hoxa11os	1	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa9	2	1	0	2	0	0	0	0	2	0	0	0	0
Hoxa7	0	1	0	0	2	0	0	1	0	1	0	0	0
Hoxa6	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa5	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa3	3	2	0	2	1	1	0	1	4	4	7	1	0
Hoxa11	1	0	0	2	1	0	0	0	0	0	0	0	0
Mir196b	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10	1	0	0	0	1	0	0	0	0	2	0	0	0
Hoxa4	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13	0	1	0	1	0	0	0	0	1	0	0	0	0
Mira	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxaas3	0	1	1	0	0	0	0	0	0	0	0	0	0
Hottip	0	0	0	0	0	0	0	1	0	0	0	0	0
Evx1	1	1	0	0	0	0	0	1	0	0	0	0	0
