Gene	628_nd1_gfp	629_nd1_gfp	630_nd1_gfp	641_pcp2_gfp	642_pcp2_gfp	643_pcp2_gfp	644_pcp2_gfp	796_sept4_gfp	797_sept4_gfp	798_sept4_gfp	799_sept4_gfp	952_glt25d2_gfp	953_glt25d2_gfp	942_glt25d2_gfp	1195_ntsr1_gfp	1196_ntsr1_gfp	1197_ntsr1_gfp	SRR1647854_mo_excit	SRR1647855_mo_excit	SRR1647856_mo_pv	SRR1647857_mo_pv	SRR1647858_mo_vip	SRR1647859_mo_vip
Capza1	1753	2166	1555	918	1526	1141	1326	2010	1492	2382	3330	2113	1878	2116	661	548	950	1232	1539	1769	2510	3504	2210
Tspan2	189	287	187	898	2040	1013	1672	280	270	244	215	153	280	150	39	27	43	74	136	894	1553	2599	1802
Dclre1b	37	79	96	17	8	8	16	16	19	4	11	6	11	5	4	8	10	37	43	45	79	46	43
Adora3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntng1	5775	6336	4348	1642	2444	1939	2251	139	57	152	116	16892	14119	18974	793	716	850	5391	6061	4293	5492	1626	1066
Cdc14a	287	167	170	13	25	9	22	5448	2576	2940	2886	368	95	188	10	15	14	174	162	518	536	101	51
6530403H02Rik	6466	6687	4058	71	183	152	152	50	81	104	450	1376	2139	3479	1215	989	1768	2137	2539	59	107	468	214
Dkk2	6	8	8	31	42	34	30	13	3	20	18	501	609	677	11	8	13	77	72	13	18	50	34
Arhgef38	2	1	15	8	14	3	8	2	2	1	2	4	2	3	2	1	4	4	3	5	1	6	2
9830132P13Rik	4	1	2	3	5	12	11	9	22	16	21	9	10	8	3	4	7	1	3	1	2	5	2
Sec24b	4842	6282	4458	1906	2745	1887	2915	1349	1306	941	1028	3516	3900	4279	1109	911	1430	5688	6523	7859	10565	15463	10414
Unc5c	30368	35220	23493	18667	24483	21380	23654	4040	3013	3168	1405	36029	26835	49190	2711	2996	3575	11038	11477	9580	13518	19905	15290
Bank1	6	10	8	49	120	57	55	14	11	12	7	573	147	318	8	16	14	55	37	7	24	46	8
Emcn	5	16	9	8	5	9	6	12	44	7	3	58	40	67	10	8	14	70	97	9	23	18	20
Stpg2	44	33	24	243	525	312	471	251	235	364	354	676	310	554	79	50	101	122	163	122	143	235	171
Cenpe	10	43	6	0	3	4	9	59	23	65	19	51	28	9	20	18	13	44	59	63	93	43	48
Sh3glb1	1563	2505	1435	557	890	566	843	1172	924	1773	1051	2452	2732	2369	533	520	762	2478	3402	3291	5019	6280	4398
Prkacb	3829	4285	4357	691	850	587	841	1814	1200	1625	1960	3835	4227	5717	1369	1289	1982	5390	7593	8395	12614	8776	6134
Adgrl2	169	163	174	5024	7045	4529	6433	19	22	35	73	9543	9148	13400	2203	1896	3000	9480	10403	4681	7206	1382	728
Lrriq3	30	38	42	50	157	81	113	417	62	340	207	144	153	223	45	29	46	97	118	153	181	159	173
Slc44a5	2030	1310	1397	28	57	78	68	63	35	19	33	2831	2750	3662	646	584	1055	1981	2031	6726	7527	90437	71790
Negr1	148180	166374	100420	5182	7477	6917	6806	77321	45501	51613	49226	63866	57335	95221	16414	16698	26348	56336	59700	28816	32244	127504	97983
Lrrc7	398	409	498	91	137	135	126	63	58	54	40	78126	58365	101835	18259	16667	25064	40059	42522	13052	18254	64670	46544
Hnf4g	2	6	5	14	13	9	18	8	10	9	7	15	5	16	21	25	38	5	6	6	5	17	24
Il7	18	4	3	1	0	2	2	2	0	0	0	19	8	54	21	16	18	15	5	6	16	9	7
Mrps28	2076	2094	1549	482	948	816	820	1398	1108	742	1049	867	946	1140	428	461	706	840	771	1398	1605	2148	1571
Stmn2	9015	11365	7741	2015	2775	2282	2470	690	407	419	309	3248	3795	4740	1206	1151	1562	2587	3163	2320	4027	4112	2904
Gm9833	3	6	7	0	2	2	3	2	5	4	3	12	1	8	6	2	11	5	7	3	2	15	6
Pag1	4798	6663	4523	1387	2220	1575	1744	9902	6139	7425	7415	2328	2556	2101	656	627	889	2181	2444	4094	5273	2238	1662
Lrrcc1	737	694	715	820	1192	803	1443	890	622	935	638	1170	1319	1511	553	419	708	1122	1372	1199	1948	2443	1680
Gm5150	5	2	1	8	5	4	5	5	1	3	1	6	3	8	2	6	3	4	4	6	5	6	4
Cyp7b1	110	62	43	30	34	29	26	2821	1807	2299	2691	2541	2700	4064	386	491	645	1171	1268	445	619	829	582
Dnajc5b	1	3	2	1	3	6	3	10	2	2	1	72	201	46	25	13	25	25	180	33	114	147	104
Pde7a	3940	4575	2581	1588	2372	1667	2102	1911	1165	1198	1783	2906	3871	5043	1263	1097	1669	3108	3317	3621	4847	9043	6171
Armc1	976	1459	1133	658	1134	628	731	2309	1951	1038	1315	1136	847	1544	484	462	686	1112	1284	1267	1879	2324	1738
Trim55	1	2	1	12	4	5	6	2	1	0	1	31	4	7	3	2	3	2	1	4	2	20	22
Agtr1b	3	3	4	7	5	16	10	8	6	5	5	200	45	46	4	7	4	9	9	2	2	10	1
Tbl1xr1	5898	5259	3915	2711	4867	2673	3470	14226	6692	12765	8651	6382	7097	8679	3344	2871	4460	4515	4679	3858	5082	9965	6947
Ect2	5	42	79	5	29	12	24	1	56	524	35	8	7	23	10	4	12	21	16	40	53	70	54
Spata16	8	19	8	23	26	30	20	164	66	165	46	334	451	276	21	24	25	105	121	19	43	36	22
Pld1	5	33	19	46	49	37	43	1502	504	338	496	749	483	286	28	29	62	63	81	309	438	245	184
Fndc3b	660	949	669	3116	4426	3951	4438	1081	716	1355	929	3103	2528	3155	1253	1043	1530	5332	5023	3114	3967	7085	5640
Slc2a2	143	55	60	223	310	399	334	299	13	12	41	272	167	225	22	24	42	165	161	266	308	307	244
Phc3	4832	6957	4102	1760	2681	1838	2465	4268	2910	3452	3351	4591	4705	5079	1292	1119	1796	3882	4693	5368	7349	10532	7307
Lrriq4	0	0	0	0	2	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1
Sec62	2407	3533	2805	2154	3666	2099	3194	5516	5152	10038	7581	3131	4820	3946	1622	1738	2357	1697	2144	1660	2793	4494	3169
Kcnmb2	405	294	210	48	112	39	58	7	23	87	8	495	654	1570	40	72	81	205	255	34023	32126	66457	51130
Pex5l	221	130	66	26	61	40	60	117	203	275	396	39884	30190	52910	5861	5931	9664	24153	26284	7851	11861	11122	7834
Usp13	1565	1533	884	442	690	396	501	200	162	197	282	1404	2294	1720	832	576	924	3077	3234	5968	6644	10750	8141
4930419G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc19	812	1340	698	282	347	206	325	953	555	831	508	463	516	592	178	162	221	441	467	548	894	1536	1050
Ccdc39	1098	734	614	450	576	288	499	700	895	849	624	1770	2974	2498	820	704	1090	1446	2049	1537	2560	2777	1950
Atp11b	5242	6822	4456	1629	2648	1885	2262	3900	2555	1521	2285	6580	6658	8438	2214	2029	2968	4900	6238	7891	10719	12900	8472
Dcun1d1	2208	3058	1966	754	958	831	1030	1284	823	1187	1138	1710	1829	2391	647	523	849	1375	1531	1716	2152	3412	2358
Ccdc144b	29	29	23	5	3	3	5	2415	10	40	2	24	2	6	2	5	5	9	10	8	14	30	16
Ccna2	81	33	39	6	23	7	24	0	7	25	7	18	28	75	23	14	19	51	64	166	294	200	138
Fgf2	4	20	5	17	68	32	45	734	178	103	213	389	196	149	62	28	52	113	157	133	125	148	97
Il21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1
Spata5	3384	3799	1965	3352	5111	3173	4306	7026	2494	2452	3162	5805	5472	9558	2073	1820	2502	1826	2117	2430	2909	4754	3418
Adad1	2	2	2	2	10	3	6	3	6	4	4	7	9	12	1	2	4	2	1	1	3	0	5
4932438A13Rik	9444	12029	10453	6084	8352	5645	8316	9315	6404	6892	6740	13612	14623	16826	4511	4057	5460	7503	8570	10888	15992	19889	14106
Fat4	20	5	5	727	1075	682	722	28	21	25	29	1150	765	1185	178	166	226	1394	1784	429	649	9509	6801
Intu	164	305	336	809	964	729	1070	715	377	380	438	1420	850	908	206	185	300	1013	1195	921	1293	3812	2283
Hspa4l	2346	2994	2473	3195	4546	3503	4276	1588	2071	1255	1620	2989	2923	3257	644	574	818	2244	2824	3311	4678	4856	3668
Sclt1	3820	4854	2585	5236	7992	5658	7233	6030	1956	2626	3040	9471	7848	10585	2461	2267	3412	2877	3193	4558	5216	8628	6198
2610316D01Rik	75	39	92	151	201	127	93	262	305	418	336	1320	1451	1478	393	576	856	746	828	1337	1645	5616	4097
Noct	757	803	703	129	209	139	200	212	185	58	238	802	948	924	155	178	254	1191	1319	588	624	3299	2199
Maml3	23872	24853	15703	2527	3328	3418	3223	4948	2108	2625	2066	6356	4908	9948	3583	3219	4986	8531	5735	2106	2498	25460	21839
Foxo1	1004	1461	925	15	22	21	28	8347	5489	5487	6471	648	379	683	294	193	313	618	661	381	484	1528	1257
Lhfp	44660	48667	28336	1107	1349	1291	1449	1027	612	1663	1218	7677	5640	10133	542	518	563	6508	6060	4502	4770	898	620
Frem2	3	7	3	13	20	8	14	3581	2194	4211	2864	30	59	43	7	2	7	23	37	187	298	767	587
Trpc4	231	280	230	1259	1843	1352	1554	88	60	121	71	9088	8858	13455	555	622	872	3116	4205	12268	15701	25459	17321
Smad9	580	601	538	189	268	234	322	2598	1244	2596	1842	335	497	491	54	40	89	267	266	1007	1663	1094	769
Dclk1	10880	13496	10223	8162	11456	10282	11117	8394	4689	3961	4280	36049	36397	55407	10542	9198	14584	54451	64888	37281	47839	61862	45733
Ccna1	1	0	0	2	4	2	1	1	0	0	0	2	8	34	4	2	2	24	45	22	31	61	47
Nbea	28946	33865	23744	24735	32750	26620	35852	11405	8364	8854	6959	50721	39961	62846	14675	11947	19065	28624	31007	28876	32886	137481	103495
Wwtr1	8	23	7	437	934	683	699	3433	2295	3682	3880	1068	539	1489	27	37	59	145	191	88	205	115	65
Rnf13	2213	2616	2323	3392	5625	3617	4625	17822	10210	12512	10697	5303	5578	6348	1737	1734	2743	1465	1784	2693	3660	6339	4324
Tsc22d2	2391	3375	2152	2013	3191	1959	2644	4202	5418	6680	5799	6432	6881	6568	1758	1498	1946	1901	2279	2191	3591	5178	2884
Selt	1208	1413	1008	763	1277	741	937	6636	2451	2999	3822	1160	1792	1201	622	684	855	591	655	656	1354	2030	1403
Med12l	10331	12975	7543	3264	4610	3829	4638	1078	653	381	1119	7025	5035	8231	1819	1508	2468	6764	6893	6009	6941	15301	11015
Clrn1	1	1	2	1	3	4	3	1	10	247	10	31	88	16	7	27	45	58	65	12	18	28	34
P2ry12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	10060	11349	8525	3808	5775	3650	4847	8277	5537	6828	6060	9883	8910	11196	1767	1781	2809	4818	6080	5387	7687	10992	7100
Arhgef26	118	139	80	37	95	71	140	12287	7348	7548	9229	694	528	315	122	110	163	366	338	199	314	468	294
Plch1	73	8	5	84	124	55	151	99	23	33	92	308	523	399	145	154	274	384	431	2176	2736	931	551
Mme	3	0	2	5	6	7	7	30	1	4	2	70	155	52	129	103	188	91	98	2485	3445	601	343
Vmn2r1	16	83	11	35	34	63	45	44	58	29	3	212	353	276	69	88	141	17	35	79	88	158	94
Vmn2r-ps11	5	24	6	16	24	32	31	22	10	9	7	138	36	94	16	19	21	27	42	36	33	34	16
Tiparp	266	296	459	219	473	384	292	24598	5544	7276	8459	2447	1881	1971	213	136	169	364	661	339	517	831	581
Kcnab1	1946	2312	1544	6483	7225	7515	7900	567	332	399	368	3045	2710	4379	246	312	356	1967	2195	8108	8337	6655	5538
Lekr1	844	942	678	1144	1525	1100	1434	1199	756	772	450	4420	3640	5012	1204	1006	1534	2110	2599	5565	6649	5057	4056
A330015K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shox2	0	1	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1
Iqcj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarres1	21	102	63	18	31	14	43	53	48	136	57	107	68	241	51	31	54	129	161	126	210	235	220
Ift80	1712	2223	1891	578	1006	743	1025	2446	1670	1812	1523	1273	2073	1849	741	700	1293	1142	1439	1206	1863	2364	1699
Kpna4	2575	4024	2552	2078	3629	2472	2949	3579	2749	3055	3363	5355	5163	6797	1511	1265	1916	2323	2784	2158	3212	6003	4137
Ppm1l	11344	12989	8283	3524	5370	4103	4943	388	560	687	624	10114	7650	12765	4729	4498	7288	8733	9441	10348	10743	21757	18326
Nmd3	1066	1312	1025	571	1171	678	900	3592	1367	1766	1320	1837	1505	1350	632	547	811	909	1127	1121	1661	2831	1770
Gm6634	2	3	1	0	3	0	3	4	0	3	2	1	2	0	3	9	1	1	1	1	1	1	3
Bche	1	6	11	12	7	10	7	2497	2219	1519	1545	1432	857	943	42	48	77	137	165	33	36	1184	1212
Zbbx	26	10	7	9	20	19	16	6	3	9	6	606	555	807	30	25	35	109	117	6	5	42	39
Serpini1	1871	2291	1660	459	1202	610	803	2285	1802	2543	1329	8062	11977	13846	1318	1708	2663	2707	3088	4592	6755	4880	4149
Golim4	538	976	629	1253	2384	1564	1902	6021	2287	2022	1659	382	309	361	76	78	125	397	319	1650	2187	1480	954
Fnip2	5932	7427	4598	1197	2078	1394	1760	1798	1075	1995	1917	2477	2160	2914	620	482	734	1308	1589	4391	5292	5733	3712
Gm17359	293	395	304	83	187	121	167	43	58	8	9	75	81	105	37	27	35	76	84	313	318	244	235
Tmem144	60	79	32	435	719	430	559	58	33	105	25	255	266	374	19	18	23	134	118	183	289	171	97
Glrb	4403	5494	4133	2186	4345	2647	3511	1685	1143	1754	1875	5499	7253	7554	2326	2599	3426	3454	3723	4132	6366	7975	5377
Pdgfc	51	132	85	394	623	476	583	87	166	162	8	3724	5693	7502	913	1087	1821	2035	1876	224	409	856	593
Gucy1b3	713	1338	838	541	930	1028	922	1310	1276	580	1240	3210	3884	4761	569	575	831	2695	2812	1932	2953	4324	2757
Trim2	7741	9120	6598	2699	5026	3780	4194	2916	2245	2579	2925	10027	10639	14225	1648	1426	2078	10660	11992	13620	18236	22755	15877
Tmem154	0	1	1	4	5	6	3	1	0	2	2	10	17	5	2	0	0	4	8	15	21	5	1
Mnd1	27	50	9	9	11	8	18	67	10	2	13	55	32	92	14	6	9	24	19	29	54	66	54
D930015E06Rik	1060	1497	1158	78	146	86	86	13	41	17	48	1691	1659	1914	279	262	376	2270	2715	4008	4583	11812	8385
Arfip1	2524	2812	2399	562	874	591	887	3247	1908	1519	1521	1788	1831	2438	582	471	710	1087	1158	1650	2142	3573	2666
Fam160a1	23	22	12	795	1225	1149	1214	0	4	2	1	457	333	561	85	110	207	376	430	104	174	98	68
Gatb	523	269	445	474	469	297	459	564	441	267	529	260	531	630	215	242	445	680	865	888	1234	1208	1027
1700036G14Rik	0	0	0	1	1	0	0	2	0	0	0	1	1	6	1	1	2	5	5	0	3	0	4
Dclk2	3957	4216	3002	315	492	298	415	4494	1844	1915	2095	3024	2945	3189	750	630	1030	2521	3081	10368	11812	12364	9522
Lrba	8414	12031	7494	7688	11688	8948	11275	13461	6473	7091	6668	14858	13424	16515	4046	3302	5073	5928	6299	7109	9164	14831	10693
Sh3d19	270	365	186	824	1300	984	1137	344	156	157	280	531	474	727	120	116	172	474	565	329	485	1469	953
Crabp2	0	0	4	0	0	0	1	0	0	0	0	2	4	8	1	1	0	20	16	9	18	44	40
Arhgef11	4657	5223	3535	1564	2322	1942	1873	3388	1886	2242	2040	5318	4773	6792	1034	1001	1660	3166	3632	6470	7360	9485	6681
Kirrel	31	8	32	3	11	9	8	10	11	8	8	192	103	103	80	41	68	67	132	1648	2131	1393	1180
Smg5	604	1059	686	175	227	172	243	628	233	286	607	646	526	582	150	132	211	1288	1446	1999	2684	3177	1787
Gon4l	1469	1887	1125	423	692	551	742	996	466	500	616	1636	1711	1604	439	373	576	1655	1822	2277	2921	3786	2573
Ash1l	7591	11352	7106	2518	4473	3487	3784	8650	4592	5902	5216	8823	8018	9492	2612	2498	3794	5873	6573	6058	10540	13478	9223
Ubap2l	2704	3539	2628	2331	3628	2392	3327	5854	3604	4132	4452	5170	5410	5927	1427	1247	1690	3350	3954	3447	4460	8337	5326
Zbtb7b	24	94	82	34	59	43	51	22	31	27	56	8	4	18	2	3	7	59	53	306	474	342	184
Kcnn3	60	21	18	23	24	26	33	85	250	273	304	738	1313	963	200	133	247	1076	1404	74	185	1190	705
Fam63a	590	869	758	20	31	15	36	271	94	184	162	54	67	32	11	14	21	89	106	284	384	563	320
Cgn	41	48	94	2	1	0	0	1	1	2	63	42	72	84	16	17	22	64	78	438	456	511	436
Snx27	4609	6142	3714	1413	2389	1791	2159	3389	1661	2986	2315	3314	3571	3998	1134	924	1417	2705	3234	4298	5764	9312	5924
Tuft1	24	4	29	119	185	138	134	20	2	1	0	66	79	142	14	15	26	30	44	204	251	273	230
Anp32e	252	262	147	25	70	44	35	214	112	216	206	152	260	178	74	70	92	234	252	158	326	563	458
Rprd2	3596	4118	4119	824	1325	954	1295	3671	1940	3935	2153	3439	3583	3063	927	865	1301	2161	2571	2730	3656	6823	4638
Ctss	34	6	4	10	30	5	12	28	37	6	13	342	466	141	5	1	1	11	26	13	37	37	36
Adamtsl4	33	14	16	25	19	25	31	28	20	33	14	45	87	75	17	18	10	76	90	130	246	154	106
Pdzk1	357	536	440	227	464	280	330	1085	409	770	564	556	622	538	351	395	544	451	562	647	1118	1033	659
Rnf115	2380	2877	2416	2301	3637	2519	2976	5637	1818	2321	2938	4304	3601	3653	1088	971	1426	2004	2083	1990	2476	3526	2369
Mir378c	6	13	8	20	25	16	43	12	3	7	7	7	7	8	5	3	8	3	6	3	11	9	6
Notch2	314	260	260	52	81	67	79	7719	6342	5166	7292	787	484	331	54	43	98	246	298	167	292	891	566
Fmo5	1	0	0	0	7	3	6	162	85	36	243	13	10	4	1	1	1	10	8	2	9	6	4
Hmgcs2	0	0	1	1	5	4	1	37	21	138	16	15	5	1	0	1	1	5	3	0	7	7	5
Sec22b	985	1472	1140	582	843	568	761	900	561	481	570	705	930	908	399	355	488	1248	1427	1225	2027	2347	1433
Pde4dip	9849	12401	8983	3912	5935	4437	5827	540	552	510	451	9580	9638	13314	2892	2261	3560	12751	13973	17228	20835	22092	15398
Tbx15	13	16	5	31	7	5	9	3	23	2	9	705	313	227	23	11	28	44	46	58	59	93	83
Spag17	104	156	77	62	49	51	46	60	58	33	44	266	194	165	49	30	38	43	46	55	58	110	59
Wdr3	285	196	307	70	134	127	110	36	34	47	41	201	149	250	68	45	83	258	299	319	382	513	392
Trim45	79	46	55	31	66	24	44	45	17	0	20	47	109	22	10	13	17	116	158	272	429	335	212
Ptgfrn	9	0	1	122	284	159	205	140	109	330	399	840	1648	2123	70	60	36	1562	1797	494	922	1102	787
Atp1a1	8626	13174	13435	313	543	411	447	5149	3879	4225	5876	2423	3699	2956	1017	960	1424	9850	10135	1300	3325	4910	2855
Igsf3	123	306	157	202	387	268	305	120	37	36	34	585	672	812	55	45	83	828	699	3945	5498	18712	14315
Ngf	0	6	0	1	0	1	2	3	9	2	1	43	41	28	6	9	9	31	75	2722	3764	3250	2384
Casq2	58	174	33	5823	8653	6946	8730	303	40	61	84	0	3	4	10	4	6	3	6	13	4	282	228
Csde1	2382	2488	1934	1420	1825	1382	1854	2027	1972	1588	1730	3270	3430	3291	1085	844	1347	1692	2079	1799	3000	4143	2903
Trim33	3639	4180	3458	2473	3795	2787	3245	3267	3364	3529	2030	6209	7178	7574	1943	1680	2543	2487	2700	2531	3637	6240	4183
Sycp1	29	20	6	8844	13204	10995	13607	17	104	22	5	18	10	10	11	8	15	62	68	67	5	71	51
Dennd2c	2	2	4	3	4	14	9	16	5	1	19	3	7	5	0	1	1	1	6	3	3	13	10
Magi3	952	1232	808	413	522	455	523	3406	1933	1747	1724	11951	10480	15138	924	846	1213	5147	5216	2239	3130	33494	23556
Rsbn1	3806	4145	3428	996	1773	1304	1708	6128	2260	2566	2681	2849	2551	3101	1012	853	1477	1578	1794	1721	2411	5601	3802
Lrig2	3304	5561	4207	1445	2395	1756	2052	2711	1970	2491	2139	4620	4211	5873	1382	1190	2088	2175	2616	2752	3804	8639	5703
Kcnd3	14306	15923	9352	10619	17202	16350	13521	438	693	864	518	10652	10884	16138	3310	2564	3807	12566	11297	1568	2214	30087	23939
Rap1a	2019	2769	1877	2893	4757	2852	3618	4882	3232	3207	3958	3011	2873	3222	866	823	1257	1352	1672	1939	2761	4329	3104
Lrif1	719	823	590	1364	2294	1376	1741	2729	1718	937	1798	3545	3707	4510	1572	1659	2403	827	923	664	901	2023	1651
Dram2	396	861	468	469	832	410	631	2295	1437	1936	1650	618	1147	1113	275	293	401	344	456	502	876	1143	760
Csf1	82	212	180	0	4	1	4	650	325	201	383	79	81	99	18	17	25	230	287	79	145	448	234
Cym	0	0	0	0	0	0	0	0	0	0	0	12	5	1	1	1	0	2	4	3	7	4	1
Slc6a17	6888	10625	6441	2774	4863	3518	3991	269	298	182	362	6683	6478	8446	1626	1446	2572	11931	14612	15280	23985	19134	12596
Psma5	314	711	498	254	286	136	282	545	443	450	298	1017	1153	758	193	171	261	745	881	872	1124	1890	1186
Celsr2	1415	2497	2438	391	823	423	583	5924	3603	4860	6304	1168	2146	1982	655	663	1170	2735	2909	2405	5016	5908	3103
Gnai3	1061	1862	1254	206	495	275	413	1824	1166	1209	1073	1177	1231	1252	403	255	441	1000	1381	1141	1459	3175	2044
Clcc1	705	887	623	146	290	149	239	629	539	528	1070	403	542	498	196	171	289	568	697	1041	1451	1530	1118
5330417C22Rik	65	78	24	448	616	601	521	11	17	132	117	3115	3020	3662	1045	925	1549	4028	4866	4156	4756	6452	4439
Vav3	207	140	90	17219	21735	19109	22446	38	81	127	243	3060	2434	3698	201	207	144	1501	1395	245	459	3477	2923
Gm6602	7	5	1	13	13	10	22	7	9	7	6	199	35	31	24	15	19	15	20	5	6	5	8
Col11a1	25	10	2	11	14	13	22	223	30	24	142	572	555	313	33	28	37	785	760	2749	2329	352	176
Olfm3	9447	10834	8950	57	167	277	205	1998	699	593	1251	1165	1140	1644	320	641	798	622	694	938	1194	3193	2367
Mir669b	0	2	1	3	3	0	0	2	4	0	2	4	1	4	1	1	2	0	1	0	1	4	3
Slc30a7	2281	2884	2089	752	1334	804	991	2707	3045	3848	3622	2016	2699	3015	851	855	1247	1597	1973	2079	2594	4113	2942
Agl	340	307	262	475	716	436	739	2299	1101	1335	1201	450	289	411	148	98	229	619	677	1607	2197	3434	2386
Hiat1	1428	1698	1423	736	1375	775	1149	1855	1349	1462	1496	1210	1654	1522	468	484	710	1510	1902	1843	2913	3824	2389
Dbt	352	210	228	269	511	302	419	834	543	490	866	376	485	507	132	142	235	302	477	1092	1518	1419	952
Snx7	14	3	5	112	153	94	123	1615	264	716	365	782	931	1679	372	397	610	1021	801	1250	1879	1224	831
Dpyd	65	86	73	69	151	83	141	11597	5667	6515	4861	8156	8820	10770	1179	1059	1976	1599	1953	148	189	798	586
Tmem56	4531	4909	4389	264	596	352	514	3378	1793	1845	1625	1962	2271	2419	1024	1116	1533	1241	1651	963	1423	2698	1824
Slc44a3	4	2	3	5	2	1	1	188	31	96	48	5	25	22	6	4	2	3	7	16	24	35	28
Abca4	17	24	5	5	8	15	15	63	27	28	85	186	254	401	56	60	83	297	429	57	92	84	35
Bcar3	23	23	49	189	251	203	237	4548	2657	3265	3401	336	368	341	37	35	51	436	558	156	262	5029	3961
Abcd3	1534	1594	1967	1562	2469	1560	2299	6740	3052	2808	4331	2263	2490	2628	497	436	587	1088	1224	1755	2474	4210	2933
Fnbp1l	68	33	26	170	181	237	226	2439	1410	2114	1868	16459	16648	19592	3584	2907	3970	9050	11871	4118	5907	18318	13672
Prss12	25	35	28	4	28	5	20	89	10	61	20	1512	2333	2907	237	184	332	738	1047	560	910	209	143
Ndst3	30576	38048	24429	86	206	268	288	12379	7328	8924	6457	17046	16008	23593	1639	1810	2738	6417	7773	8947	10660	1616	1049
Usp53	1137	1735	1084	594	902	595	851	8199	3395	3089	3145	1851	2018	2925	719	595	976	1380	1647	1100	1540	3259	2296
Synpo2	38	67	10	818	917	801	1095	5669	2772	3479	3688	193	57	246	39	22	45	83	88	64	56	104	112
Pde5a	152	202	70	18835	22620	21051	25551	29	78	40	384	912	332	323	29	28	56	212	236	7293	8377	12231	7604
Sec24d	253	352	187	97	223	111	180	1115	274	378	498	1264	1562	1769	410	275	478	923	1183	865	1315	2189	1759
Ndst4	14	19	11	125	80	79	60	100	183	13	19	1188	1421	1677	117	89	114	250	389	75	113	115	94
Camk2d	23319	25559	19645	2381	3274	2478	2924	8302	4814	5922	5550	4550	5203	5658	1288	1048	1429	5356	6504	4735	6533	15840	10624
Tifa	0	10	0	16	39	5	21	0	5	0	4	19	89	1	6	2	8	10	21	5	27	24	14
D030025E07Rik	4	7	0	8	15	3	10	2	2	5	5	5	2	5	10	9	14	4	2	0	3	3	3
Pla2g12a	216	278	225	280	308	206	268	212	134	98	105	148	303	359	125	109	155	403	522	553	692	1013	669
6330410L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	6	7	0
Elovl6	3642	4479	3103	2075	3891	2221	2772	1478	762	1117	731	3337	3402	3975	920	753	1162	2946	3835	5225	7496	9502	6976
Col25a1	33	22	9	27	72	42	82	62	114	28	27	2538	1393	2921	334	366	431	3097	1953	3072	3154	3642	3066
Papss1	1850	1971	1654	1165	1704	1109	1368	1523	648	394	463	2312	2394	2420	703	525	888	1913	2412	2210	2757	3160	2412
Lef1	4	2	2	15	16	11	12	54	13	4	83	101	9	61	154	99	84	62	45	17	22	52	29
Sgms2	70	103	64	168	177	168	145	251	122	126	144	112	33	145	19	20	11	54	74	189	285	186	158
Tbck	2590	4035	2512	1659	2111	1580	2034	4254	2230	2123	2311	4050	3983	5263	1210	984	1735	2554	2971	2781	3909	6297	4700
Npnt	5	1	3	153	193	169	250	51	114	85	219	2319	1892	2433	93	98	115	915	971	2533	3674	166	75
Gstcd	1170	1173	1004	558	715	582	645	523	451	652	511	1410	1127	1029	238	212	300	478	586	747	904	1634	1174
Tacr3	7	16	2	14	44	16	24	114	87	52	83	21	82	174	35	45	59	38	39	105	130	21	16
Manba	1277	1417	1047	569	953	707	816	98	226	213	393	788	987	1066	151	150	213	648	733	4558	5506	3117	2247
Slc9b1	405	424	263	16	35	15	37	9	0	13	0	106	244	219	69	65	116	192	231	312	419	295	192
Nfkb1	3038	3660	2444	1011	1738	1296	1515	4255	2106	2708	2863	2318	1811	1921	598	539	767	2495	2870	5124	6415	7786	5524
Ppp3ca	41843	50929	33344	9598	14181	11187	12976	14829	8242	10095	9757	31203	28796	38365	10843	10163	16032	37127	36142	20350	25282	34766	25268
1700030L20Rik	0	0	0	0	0	0	1	0	0	1	0	1	0	1	4	1	1	2	7	1	2	1	1
Dnajb14	1238	1894	1105	641	1375	745	968	2699	1114	1629	672	1357	964	995	450	418	522	737	886	1140	1518	1898	1323
Adh1	0	0	1	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	0	1	1	0	0
Ddit4l	0	0	0	0	1	0	0	0	0	0	0	7	36	0	4	5	3	297	197	38	99	133	150
Trmt10a	22	43	56	51	113	81	133	83	175	16	15	26	131	51	53	37	46	167	197	144	224	297	247
Rap1gds1	7038	8680	5738	1311	2134	1373	1889	4236	1962	3591	1237	8616	8872	11447	4212	3551	5230	6960	8258	4335	6701	10271	7756
Eif4e	1223	1166	1257	1050	1377	893	1257	2231	658	1036	1251	1757	2101	2524	792	678	929	1597	1833	1714	2378	3757	2590
