Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
4930406D18Rik	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vtcn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttf2	0	0	0	0	0	4	0	0	0	0	0	92	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	20	0	0
Cd101	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a15	0	0	0	0	0	0	0	0	6	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	3	9	27	0	1
Nhlh2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Vangl1	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	40	1	0	0	0	0	4	0	0	0	0	19	8	0
A230001M10Rik	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	45	0	0	9	4	7	68	83	0	0	0	0	0	0	0
Tspan2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Nr1h5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
Sike1	32	5	0	0	0	0	9	0	0	1	0	0	0	11	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
Nras	56	0	0	28	0	0	0	0	37	0	4	0	15	0	0	5	0	0	0	7	0	0	5	0	0	0	0	0	16	0	0	0
Ampd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcas2	0	0	0	105	0	0	0	0	13	12	0	0	0	0	4	0	0	13	0	2	1	0	2	0	0	0	0	0	1	0	0	0
Syt6	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
Atg4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hipk1	0	37	61	65	0	76	0	0	2	2	37	83	39	28	1	1	1	7	6	5	2	0	0	74	66	3	23	0	0	56	0	0
Olfml3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Gm15471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap4b1	0	0	0	0	0	14	0	0	0	2	4	0	0	0	0	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Bcl2l15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
Phtf1	0	0	0	0	64	13	0	14	4	0	0	0	0	0	0	0	0	2	10	0	4	0	7	0	0	0	0	0	31	62	14	0
Phtf1os	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Slc16a1	0	0	0	0	0	248	0	0	0	0	18	0	6	0	0	0	6	0	20	78	0	0	5	0	0	0	22	0	0	0	0	0
Ppm1j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam19a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Mov10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	11
St7l	0	0	0	0	1	11	0	0	7	1	0	112	0	5	16	97	0	44	65	0	7	2	0	0	4	0	0	11	49	18	0	0
Wnt2b	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930564D02Rik	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2nl	0	40	0	0	0	0	0	0	1	36	1	40	0	0	0	0	0	33	0	16	0	0	1	0	0	25	179	1	68	0	4	0
Kcnd3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
Ddx20	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fam212b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	0	0	0	6	6	27	0	0
Gm5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pifo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5f1	12	40	0	62	73	22	5	37	0	0	0	0	89	1	3	0	0	26	50	53	7	12	0	0	3	0	0	0	18	49	17	0
I830077J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovgp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Wdr77	0	1	0	0	0	0	0	0	0	0	9	0	0	114	0	0	0	73	0	0	0	0	0	0	61	0	0	12	0	0	0	0
Chil5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Chil3	0	0	0	7	0	0	0	0	0	69	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Chia1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	15	0	0	0	0
Chil6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cept1	2	1	0	0	4	3	0	1	11	0	5	52	0	0	11	0	4	0	43	60	1	10	0	0	1	2	0	0	18	40	21	31
2010016I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Olfr266	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
Kcna3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
AI504432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0
Kcna2	7	2	78	42	15	29	11	152	25	10	16	8	24	0	0	4	24	0	40	10	0	15	0	0	127	2	13	0	29	0	5	2
Kcna10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Lamtor5	0	0	0	0	5	0	0	0	7	0	7	0	20	0	0	13	0	0	0	0	5	0	0	0	1	0	0	2	0	4	0	0
A630076J17Rik	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prok1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm15	21	0	0	25	0	0	1	0	0	0	0	34	0	0	3	1	4	0	4	37	2	0	0	33	0	0	0	0	0	8	2	0
Slc16a4	0	4	0	132	0	1	0	4	0	0	8	0	0	5	0	0	24	0	0	0	0	0	0	0	0	0	0	0	38	0	2	0
Kcnc4	1	0	0	265	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Alx3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strip1	0	0	0	0	0	0	0	95	4	2	0	0	0	0	8	0	4	0	9	3	0	0	0	0	0	0	0	0	0	84	0	0
Ahcyl1	269	360	11	267	71	4	1	167	19	9	56	366	32	141	40	164	113	94	23	0	0	0	0	0	3	0	0	0	0	8	0	0
Gstm6	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933431E20Rik	0	0	0	136	22	7	0	0	0	4	1	63	0	79	5	15	0	0	2	0	1	4	0	0	0	0	0	0	13	80	0	0
Eps8l3	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm5	3	134	0	0	86	173	0	9	37	3	0	20	0	0	9	39	39	0	20	44	6	0	0	0	0	0	12	0	0	55	0	0
Gstm7	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	23	22	8	6	0	0	0	0	0	0	0	0	0	5
Ampd2	5	0	6	0	81	0	0	116	12	0	8	29	0	3	0	0	0	0	6	0	0	0	1	0	0	284	0	0	30	8	2	0
Gnat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm1	46	38	69	83	19	167	1	37	21	20	14	22	14	8	0	0	6	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561d1	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l2	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gpr61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Sypl2	0	0	0	0	0	0	4	0	0	0	0	0	23	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Amigo1	0	0	10	0	0	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sort1	105	0	13	2	225	3	8	162	4	17	34	157	6	80	35	15	52	2	102	76	8	0	10	100	3	0	0	0	0	21	12	20
Psrc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Mybphl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sars	0	0	0	0	0	0	0	0	0	0	5	56	0	11	0	0	0	23	68	0	5	6	0	0	0	0	34	0	0	49	0	6
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf13	41	14	0	47	20	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarna2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Wdr47	6	0	0	0	0	0	0	0	90	0	7	2	0	2	19	0	1	0	64	59	3	12	0	11	1	0	144	14	0	0	4	12
Gpsm2	106	0	0	0	0	0	24	0	0	22	0	1	0	0	3	166	0	0	0	0	0	0	0	0	29	38	5	0	20	4	10	0
Aknad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38	0	0	0	0	0	0	4	0	0	0	5	0
Fndc7	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Stxbp3	52	46	2	38	19	59	0	0	0	0	0	9	0	0	0	0	0	20	2	7	4	6	0	68	0	113	0	0	79	0	0	0
Prpf38b	28	0	0	0	0	26	6	0	0	0	0	9	107	8	8	2	0	0	0	0	19	0	0	0	2	44	53	0	66	3	9	6
Fam102b	0	0	0	64	1	0	0	0	0	0	0	45	0	0	0	0	0	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Henmt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a54	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41	0	0	0	0	0
Amy2a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Amy2a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpc3	16	0	0	0	1	20	0	0	9	2	0	38	4	54	5	0	0	0	0	22	0	0	2	0	6	3	30	0	9	21	0	25
Amy1	221	0	0	0	0	0	0	15	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
S1pr1	237	50	107	95	61	59	16	11	69	6	9	7	4	47	32	26	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3
A930005H10Rik	0	0	0	0	0	17	3	0	0	7	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0
Dph5	0	0	0	0	0	32	1	44	0	0	9	0	2	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0
Mir669n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcam1	0	0	0	33	0	79	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl2	7	0	0	0	0	0	0	20	0	1	0	12	0	10	0	0	0	0	0	0	0	0	0	80	0	0	0	0	6	1	17	0
Gpr88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtca	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	24	18	12	3	0	0	0	0	0	0	56	0	0	0
Sass6	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	9	0	13	0	0	4	0	0	0	0	0	0	0	2	0
Lrrc39	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0
Trmt13	0	0	0	0	0	0	0	11	18	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
Slc35a3	0	0	0	0	0	0	0	0	0	1	5	0	0	68	2	0	1	0	0	0	0	8	0	0	1	0	0	0	0	65	0	0
Frrs1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	1	0	0	0	4	0	69	0	0
Palmd	0	0	0	0	4	5	0	1	0	0	0	0	0	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
4930455H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Plppr4	0	4	2	0	12	8	2	83	87	21	0	0	0	0	14	4	0	0	126	56	5	26	7	0	18	0	0	1	0	22	13	3
Plppr5	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	57	16	196	14	6	3
Mir137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp2	25	0	0	0	36	1	12	13	0	0	6	46	29	3	59	5	62	35	3	44	2	12	1	1	4	109	60	11	24	14	24	34
Rwdd3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Alg14	5	0	0	36	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
Cnn3	0	2	15	0	27	106	7	1	9	0	28	10	79	1	0	6	51	0	29	25	0	0	5	65	120	5	0	3	0	26	1	3
F3	0	213	0	38	147	88	47	103	197	39	95	335	126	37	47	29	59	4	0	0	0	0	0	0	0	0	0	14	0	137	1	28
4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730020M07Rik	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Arhgap29	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1
Dnttip2	37	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	15	24	1	0	0	0	0	0	0	0	0	37	0	0
Gclm	0	0	0	0	70	39	1	1	0	0	0	56	0	2	14	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	0	0	0	0	9	17	0	0	0	0	4	0	0	0	0	0	0	0	4	12	0	1	0	0	0	1	0	5	8	24	0	0
4933405D12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myoz2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	38	0	26	0	4	23	0	0
Snora24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snhg8	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Tram1l1	0	50	0	0	0	0	0	0	28	0	11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	19	0	0	1	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt8a	0	0	0	0	0	1	0	0	0	0	0	68	0	0	0	0	0	158	256	45	43	18	10	179	17	10	100	18	201	20	9	3
Arsj	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	1	1	0	0	11
Ank2	223	202	79	81	833	247	44	714	229	45	59	237	279	475	40	174	7	78	290	316	60	49	21	76	170	73	8	14	84	145	5	0
LOC100862268	20	0	0	0	16	0	0	6	0	0	9	30	0	0	8	0	0	1	3	27	1	6	5	1	14	0	0	0	3	0	0	0
Mir302d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir302b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp7	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zgrf1	0	0	40	0	0	0	0	0	0	12	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	7	0	0	0	1
Alpk1	107	0	0	0	16	0	1	0	0	19	105	90	55	16	11	25	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0
5730508B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	31	1	0	0	0	1
Ap1ar	0	0	0	0	1	70	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	46	0	13	0
Pitx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Gm5712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egf	0	0	0	0	73	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc109b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Casp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnppl	0	0	164	7	319	0	7	418	49	22	167	184	92	184	139	201	80	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostc	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	30	0	0	2	0	0	0	0	37	0	0	0	5	0
Rpl34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2u1	0	0	0	0	0	0	0	0	22	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hadh	0	89	0	0	0	1	0	1	0	5	0	0	0	0	13	50	0	12	4	0	2	0	0	0	0	0	2	5	21	0	0	0
Gimd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aimp1	0	0	3	0	0	0	0	5	0	0	0	1	0	0	16	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	10
Gm29811	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ints12	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	0	0	12	6	0	15	0	0	0	0	0	2	0	0	0	0
Ppa2	0	0	0	0	0	0	0	30	8	0	0	0	0	21	11	0	1	0	0	38	0	6	5	0	0	13	0	4	48	0	6	0
Tet2	9	1	5	0	137	5	18	0	1	1	67	78	88	40	38	13	16	0	4	29	1	2	3	0	0	6	0	10	52	108	1	16
Mir1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxxc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	2	22
4930539C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9b2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bdh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
