Species	Cell_type	Category	Location	Gene	Score
human	Granule	SE	Gene_body	LIMA1	0.6776447105788425
human	Granule	SE	Gene_body	LIMA1	0.1756487025948104
human	Granule	SE	Gene_body	LIMA1	0.13546617915904932
human	Granule	SE	Gene_body	LIMA1	0.2870588235294118
human	Granule	SE	Gene_body	LIMA1	0.028542914171656688
human	Granule	SE	Gene_body	LIMA1	0.18903846153846154
human	Granule	SE	Gene_body	PTPRB	0.17534537725823585
human	Granule	SE	Gene_body	FLT3	0.002994011976047905
human	Granule	SE	Gene_body	FLT3	0.011831442463533223
human	Granule	SE	Gene_body	FLT3	0.31649484536082473
human	Granule	SE	Gene_body	NIN	0.022155688622754497
human	Granule	SE	Gene_body	NIN	0.026210350584307176
human	Granule	SE	Gene_body	NIN	0.05337301587301587
human	Granule	SE	Gene_body	NIN	0.14063670411985016
human	Granule	SE	Gene_body	NIN	0.10401529636711282
human	Granule	SE	Gene_body	SLC35F4	0.24590818363273456
human	Granule	SE	Gene_body	SLC35F4	0.5011111111111112
human	Granule	SE	Gene_body	SLC35F4	0.07025948103792416
human	Granule	SE	Gene_body	SLC35F4	0.020159680638722553
human	Granule	SE	Gene_body	SLC35F4	0.18522072936660275
human	Granule	SE	Gene_body	SLC35F4	0.019569471624266144
human	Granule	SE	Gene_body	SLC35F4	0.31593090211132424
human	Granule	SE	Gene_body	SLC35F4	0.6136936936936938
human	Granule	SE	Gene_body	MEIS2	0.16745886654478975
human	Granule	SE	Gene_body	MEIS2	0.766798418972332
human	Granule	SE	Gene_body	RASGRP1	0.015619389587073611
human	Granule	SE	Gene_body	RASGRP1	0.03672654690618763
human	Granule	SE	Gene_body	RASGRP1	0.028542914171656684
human	Granule	SE	Gene_body	RASGRP1	0.06007532956685499
human	Granule	SE	Gene_body	RASGRP1	0.22475049900199603
human	Granule	SE	Gene_body	RASGRP1	0.01909547738693467
human	Granule	SE	Gene_body	RASGRP1	0.5188492063492065
human	Granule	SE	Gene_body	RASGRP1	0.062874251497006
human	Granule	SE	Gene_body	RASGRP1	0.1957364341085272
human	Granule	SE	Gene_body	GATM	0.09867256637168144
human	Granule	SE	Gene_body	SH3GL3	0.10738522954091814
human	Granule	SE	Gene_body	SH3GL3	0.016475095785440614
human	Granule	SE	Gene_body	CDH11	0.26776699029126216
human	Granule	SE	Gene_body	CDH11	0.13620352250489237
human	Granule	SE	Gene_body	CDH11	0.0015180265654648956
human	Granule	SE	Gene_body	CDH11	0.12265100671140941
human	Granule	SE	Gene_body	CDH11	0.6657425742574256
human	Granule	SE	Gene_body	RNF43	0.012022900763358779
human	Granule	SE	Gene_body	RNF43	0.609811320754717
human	Granule	SE	Gene_body	RNF43	0.40239520958083824
human	Granule	SE	Gene_body	RNF43	0.5728668941979522
human	Granule	SE	Gene_body	CEP112	0.5756487025948104
human	Granule	SE	Gene_body	CEP112	0.9227091633466137
human	Granule	SE	Gene_body	CEP112	0.9815476190476191
human	Granule	SE	Gene_body	CEP112	0.19880239520958085
human	Granule	SE	Gene_body	CEP112	3.9920159680638726e-4
human	Granule	SE	Gene_body	DOK6	0.08411764705882355
human	Granule	SE	Gene_body	DOK6	0.1157684630738523
human	Granule	SE	Gene_body	DOK6	0.005189620758483035
human	Granule	SE	Gene_body	DOK6	0.012175648702594811
human	Granule	SE	Gene_body	DOK6	0.010515873015873015
human	Granule	SE	Gene_body	DOK6	0.025173611111111112
human	Granule	SE	Gene_body	DOK6	0.041980198019801976
human	Granule	SE	Gene_body	DOK6	0.010104250200481153
human	Granule	SE	Gene_body	TUBB4A	0.28303393213572864
human	Granule	SE	Gene_body	TUBB4A	0.16732283464566927
human	Granule	SE	Gene_body	TPM4	0.4662674650698605
human	Granule	SE	Gene_body	TPM4	0.07405189620758486
human	Granule	SE	Gene_body	TPM4	0.2719557195571956
human	Granule	SE	Gene_body	CHST8	0.013269230769230766
human	Granule	SE	Gene_body	CHST8	0.017837837837837836
human	Granule	SE	Gene_body	CHST8	0.06747448979591834
human	Granule	SE	Gene_body	CHST8	0.11796407185628742
human	Granule	SE	Gene_body	CLIP4	0.05968063872255488
human	Granule	SE	Gene_body	ANTXR1	0.09500998003992017
human	Granule	SE	Gene_body	ANTXR1	0.38502994011976033
human	Granule	SE	Gene_body	EPB41L5	0.03862332695984704
human	Granule	SE	Gene_body	GALNT5	0.24950099800399203
human	Granule	SE	Gene_body	GALNT5	0.15155709342560547
human	Granule	SE	Gene_body	GALNT5	0.010978043912175649
human	Granule	SE	Gene_body	GALNT5	0.08458498023715418
human	Granule	SE	Gene_body	GALNT5	0.5165029469548131
human	Granule	SE	Gene_body	WDSUB1	0.03887814313346228
human	Granule	SE	Gene_body	KCNH7	0.3702610669693529
human	Granule	SE	Gene_body	KCNH7	0.025149700598802394
human	Granule	SE	Gene_body	KCNH7	0.07779886148007589
human	Granule	SE	Gene_body	KCNH7	0.643110236220472
human	Granule	SE	Gene_body	KCNH7	0.009823182711198428
human	Granule	SE	Gene_body	KCNH7	0.09389438943894393
human	Granule	SE	Gene_body	KCNH7	0.09370078740157484
human	Granule	SE	Gene_body	KCNH7	0
human	Granule	SE	Gene_body	KCNH7	0.06202057998129092
human	Granule	SE	Gene_body	KCNH7	0.06301369863013699
human	Granule	SE	Gene_body	KCNH7	0.053875236294896045
human	Granule	SE	Gene_body	KCNH7	0.0222007722007722
human	Granule	SE	Gene_body	KCNH7	0.0846307385229541
human	Granule	SE	Gene_body	KCNH7	0.25608782435129734
human	Granule	SE	Gene_body	KCNH7	0.12614770459081837
human	Granule	SE	Gene_body	KCNH7	0.5424586776859505
human	Granule	SE	Gene_body	PDE1A	0.02455089820359281
human	Granule	SE	Gene_body	PDE1A	0.12680221811460263
human	Granule	SE	Gene_body	PDE1A	0.26110056925996206
human	Granule	SE	Gene_body	PDE1A	0.1803636363636364
human	Granule	SE	Gene_body	PDE1A	0.15409181636726552
human	Granule	SE	Gene_body	PDE1A	0.01097804391217565
human	Granule	SE	Gene_body	PDE1A	0.007753479125248509
human	Granule	SE	Gene_body	PDE1A	0.32914171656686636
human	Granule	SE	Gene_body	PDE1A	0.044259259259259255
human	Granule	SE	Gene_body	PDE1A	0.012078152753108348
human	Granule	SE	Gene_body	PDE1A	0.17914847161572048
human	Granule	SE	Gene_body	PDE1A	0.02151394422310757
human	Granule	SE	Gene_body	PDE1A	0.005996131528046422
human	Granule	SE	Gene_body	PDE1A	0.1192816635160681
human	Granule	SE	Gene_body	PDE1A	0.05129740518962076
human	Granule	SE	Gene_body	PDE1A	0.19940119760479041
human	Granule	SE	Gene_body	PDE1A	0.8185468451242827
human	Granule	SE	Gene_body	SPATS2L	0.014970059880239523
human	Granule	SE	Gene_body	SPATS2L	0.22186878727634188
human	Granule	SE	Gene_body	SPATS2L	0.12078431372549027
human	Granule	SE	Gene_body	SPATS2L	0.06506986027944113
human	Granule	SE	Gene_body	SPATS2L	0.02716981132075472
human	Granule	SE	Gene_body	CFLAR	0.031137724550898204
human	Granule	SE	Gene_body	CFLAR	0.014991762767710052
human	Granule	SE	Gene_body	CFLAR	0.160790273556231
human	Granule	SE	Gene_body	CFLAR	0.09680638722554893
human	Granule	SE	Gene_body	CDK15	0.4561847988077495
human	Granule	SE	Gene_body	CDK15	0.056287425149700594
human	Granule	SE	Gene_body	CDK15	0.06392523364485982
human	Granule	SE	Gene_body	CDK15	0.27988505747126424
human	Granule	SE	Gene_body	CDK15	0.09860279441117763
human	Granule	SE	Gene_body	CDK15	0.6687188019966722
human	Granule	SE	Gene_body	EPHA4	0.7245508982035924
human	Granule	SE	Gene_body	EPHA4	0.3449612403100776
human	Granule	SE	Gene_body	EPHA4	0.8151696606786429
human	Granule	SE	Gene_body	EPHA4	0.011177644710578841
human	Granule	SE	Gene_body	EPHA4	0.4067948717948719
human	Granule	SE	Gene_body	EPHA4	0.2856486796785304
human	Granule	SE	Gene_body	EPHA4	0.035490196078431374
human	Granule	SE	Gene_body	EPHA4	0.32908067542213876
human	Granule	SE	Gene_body	EPHA4	0.39616055846422343
human	Granule	SE	Gene_body	EPHA4	0.15681818181818183
human	Granule	SE	Gene_body	EPHA4	0.08423153692614775
human	Granule	SE	Gene_body	EPHA4	0.8308429118773946
human	Granule	SE	Gene_body	EPHA4	0.3177644710578842
human	Granule	SE	Gene_body	EPHA4	0.630538922155689
human	Granule	SE	Gene_body	EPHA4	0.9048964218455743
human	Granule	SE	Gene_body	EPHA4	0.18690476190476182
human	Granule	SE	Gene_body	EPHA4	0.47687747035573125
human	Granule	SE	Gene_body	TMC2	0.00499001996007984
human	Granule	SE	Gene_body	TMC2	0.01936127744510978
human	Granule	SE	Gene_body	TMC2	0.03413173652694611
human	Granule	SE	Gene_body	TMC2	0.1272552783109405
human	Granule	SE	Gene_body	NINL	0.002594810379241517
human	Granule	SE	Gene_body	NINL	0.044846050870147244
human	Granule	SE	Gene_body	NINL	0.021722846441947566
human	Granule	SE	Gene_body	NINL	0.011442193087008343
human	Granule	SE	Gene_body	NINL	0.09990548204158793
human	Granule	SE	Gene_body	NINL	0.054720616570327556
human	Granule	SE	Gene_body	PPP1R16B	0.30059880239520953
human	Granule	SE	Gene_body	PPP1R16B	0.21413793103448273
human	Granule	SE	Gene_body	PPP1R16B	0.06373333333333334
human	Granule	SE	Gene_body	PACSIN2	0.16909667194928685
human	Granule	SE	Gene_body	PACSIN2	0.015549215406562055
human	Granule	SE	Gene_body	PACSIN2	0.09955489614243322
human	Granule	SE	Gene_body	HACL1	0.07793103448275862
human	Granule	SE	Gene_body	STAC	0.23369963369963367
human	Granule	SE	Gene_body	ITGA9	0.027524752475247525
human	Granule	SE	Gene_body	ITGA9	0.029598662207357858
human	Granule	SE	Gene_body	ITGA9	0.07756024096385543
human	Granule	SE	Gene_body	ITGA9	0.16499162479061977
human	Granule	SE	Gene_body	ITGA9	0.021756487025948106
human	Granule	SE	Gene_body	CTDSPL	0.03638132295719844
human	Granule	SE	Gene_body	CTDSPL	0.016699801192842943
human	Granule	SE	Gene_body	CTDSPL	0.08856015779092703
human	Granule	SE	Gene_body	CTDSPL	0.034911242603550295
human	Granule	SE	Gene_body	CTDSPL	0.016901408450704227
human	Granule	SE	Gene_body	CTDSPL	0.02865612648221344
human	Granule	SE	Gene_body	CTDSPL	0.0017964071856287427
human	Granule	SE	Gene_body	CTDSPL	0.4259481037924151
human	Granule	SE	Gene_body	CTDSPL	0.1099403578528827
human	Granule	SE	Gene_body	VIPR1	0.07319148936170213
human	Granule	SE	Gene_body	VIPR1	0.09681528662420381
human	Granule	SE	Gene_body	SLC41A3	0.0023952095808383238
human	Granule	SE	Gene_body	SLC41A3	0.05568862275449101
human	Granule	SE	Gene_body	SLC41A3	0.0041916167664670665
human	Granule	SE	Gene_body	SLC41A3	0.002452025586353945
human	Granule	SE	Gene_body	SLC41A3	5.813953488372094e-4
human	Granule	SE	Gene_body	GK5	0.025858951175406875
human	Granule	SE	Gene_body	GK5	0.17733598409542736
human	Granule	SE	Gene_body	SHROOM3	0.030879999999999994
human	Granule	SE	Gene_body	SHROOM3	0.23581183611532616
human	Granule	SE	Gene_body	SHROOM3	0.035443037974683546
human	Granule	SE	Gene_body	SHROOM3	0.2306740027510317
human	Granule	SE	Gene_body	SHROOM3	0.01676646706586826
human	Granule	SE	Gene_body	SHROOM3	0.1733785822021116
human	Granule	SE	Gene_body	SHROOM3	0.037924151696606796
human	Granule	SE	Gene_body	SHROOM3	0.008076923076923077
human	Granule	SE	Gene_body	SHROOM3	0.03673139158576051
human	Granule	SE	Gene_body	SHROOM3	0.04115523465703973
human	Granule	SE	Gene_body	SHROOM3	0.3990196078431372
human	Granule	SE	Gene_body	SHROOM3	0.1528375733855186
human	Granule	SE	Gene_body	SHROOM3	0.03445544554455446
human	Granule	SE	Gene_body	SHROOM3	0.03262135922330097
human	Granule	SE	Gene_body	PDE5A	0.41182994454713495
human	Granule	SE	Gene_body	ADAMTS16	0.00439121756487026
human	Granule	SE	Gene_body	ADAMTS16	0.03288461538461539
human	Granule	SE	Gene_body	ADAMTS16	0.07604790419161676
human	Granule	SE	Gene_body	ADAMTS16	0.023552894211576844
human	Granule	SE	Gene_body	ADAMTS16	0.350984251968504
human	Granule	SE	Gene_body	ADAMTS16	0.033861386138613864
human	Granule	SE	Gene_body	ADAMTS16	0.001666666666666667
human	Granule	SE	Gene_body	ADAMTS16	0.18203592814371258
human	Granule	SE	Gene_body	ADAMTS16	0.06182902584493042
human	Granule	SE	Gene_body	ADAMTS16	0.0026785714285714286
human	Granule	SE	Gene_body	ADAMTS16	0.020856610800744874
human	Granule	SE	Gene_body	ADAMTS16	9.84251968503937e-4
human	Granule	SE	Gene_body	ADAMTS16	0.03333333333333333
human	Granule	SE	Gene_body	ADAMTS16	0
human	Granule	SE	Gene_body	ADAMTS16	6.472491909385113e-4
human	Granule	SE	Gene_body	ADAMTS16	0.011320754716981135
human	Granule	SE	Gene_body	ADAMTS16	0.004669260700389105
human	Granule	SE	Gene_body	BASP1	0.36986564299424174
human	Granule	SE	Gene_body	BASP1	0.19696394686907018
human	Granule	SE	Gene_body	BASP1	0.033732534930139724
human	Granule	SE	Gene_body	BASP1	0.0015968063872255488
human	Granule	SE	Gene_body	BASP1	0.16147704590818363
human	Granule	SE	Gene_body	BASP1	0.00439121756487026
human	Granule	SE	Gene_body	BASP1	0.003992015968063873
human	Granule	SE	Gene_body	BASP1	0.07273991655076496
human	Granule	SE	Gene_body	BASP1	0.024550898203592814
human	Granule	SE	Gene_body	BASP1	0.0017612524461839531
human	Granule	SE	Gene_body	CDH10	0.5321357285429142
human	Granule	SE	Gene_body	CDH10	0.02297297297297297
human	Granule	SE	Gene_body	CDH10	0.5274353876739563
human	Granule	SE	Gene_body	CDH10	0.0055888223552894205
human	Granule	SE	Gene_body	CDH10	0.23393213572854285
human	Granule	SE	Gene_body	CDH10	0.0978515625
human	Granule	SE	Gene_body	CDH10	0.33952095808383226
human	Granule	SE	Gene_body	CDH10	0.2101761252446184
human	Granule	SE	Gene_body	CDH10	0.24479371316306486
human	Granule	SE	Gene_body	CDH10	0.6308248914616501
human	Granule	SE	Gene_body	RAI14	0.0220023282887078
human	Granule	SE	Gene_body	RAI14	0.005372616984402081
human	Granule	SE	Gene_body	RAI14	0.061548913043478266
human	Granule	SE	Gene_body	ELL2	0.2560693641618497
human	Granule	SE	Gene_body	ELL2	0.4544642857142856
human	Granule	SE	Gene_body	ELL2	0.5020447906523855
human	Granule	SE	Gene_body	PAM	0.0716566866267465
human	Granule	SE	Gene_body	PAM	0.2540918163672654
human	Granule	SE	Gene_body	PAM	0.005788423153692615
human	Granule	SE	Gene_body	PAM	0.42794411177644703
human	Granule	SE	Gene_body	PAM	0.0518375241779497
human	Granule	SE	Gene_body	PAM	0.6626746506986029
human	Granule	SE	Gene_body	EFNA5	0.7677257525083613
human	Granule	SE	Gene_body	EFNA5	0.37204724409448814
human	Granule	SE	Gene_body	EFNA5	0.8108986615678778
human	Granule	SE	Gene_body	EFNA5	0.48633663366336616
human	Granule	SE	Gene_body	EFNA5	0.7802788844621514
human	Granule	SE	Gene_body	EFNA5	0.34610778443113766
human	Granule	SE	Gene_body	EFNA5	0.17944111776447108
human	Granule	SE	Gene_body	EFNA5	0.20916030534351132
human	Granule	SE	Gene_body	EFNA5	0.24870517928286848
human	Granule	SE	Gene_body	EFNA5	0.13228346456692913
human	Granule	SE	Gene_body	EFNA5	0.46396039603960404
human	Granule	SE	Gene_body	EFNA5	0.0518823529411765
human	Granule	SE	Gene_body	EFNA5	0.43577127659574466
human	Granule	SE	Gene_body	EFNA5	0.3756487025948104
human	Granule	SE	Gene_body	SNCAIP	0.5852295409181635
human	Granule	SE	Gene_body	SNCAIP	0.2914171656686625
human	Granule	SE	Gene_body	SNCAIP	0.18339552238805967
human	Granule	SE	Gene_body	SNCAIP	0.037724550898203583
human	Granule	SE	Gene_body	SNCAIP	0.036726546906187624
human	Granule	SE	Gene_body	SNCAIP	0.36666666666666675
human	Granule	SE	Gene_body	SNCAIP	0.1047377326565144
human	Granule	SE	Gene_body	SNCAIP	0.3737051792828685
human	Granule	SE	Gene_body	SNCAIP	0.6803660565723796
human	Granule	SE	Gene_body	SNCAIP	0.007584830339321357
human	Granule	SE	Gene_body	SNCAIP	0.13373015873015875
human	Granule	SE	Gene_body	SNCAIP	0.4674650698602794
human	Granule	SE	Gene_body	SNCAIP	0.36415562913907273
human	Granule	SE	Gene_body	SLC36A1	0.03929618768328446
human	Granule	SE	Gene_body	SLC36A1	0.1134493670886076
human	Granule	SE	Gene_body	SLC36A1	0.017964071856287425
human	Granule	SE	Gene_body	SH3PXD2B	0.5453093812375249
human	Granule	SE	Gene_body	SH3PXD2B	0.2875239923224567
human	Granule	SE	Gene_body	SH3PXD2B	0.3021956087824352
human	Granule	SE	Gene_body	SH3PXD2B	0.036926147704590816
human	Granule	SE	Gene_body	SH3PXD2B	0.19270462633451954
human	Granule	SE	Gene_body	SH3PXD2B	0.061914062500000006
human	Granule	SE	Gene_body	SH3PXD2B	0.02694610778443114
human	Granule	SE	Gene_body	SH3PXD2B	0.23478939157566311
human	Granule	SE	Gene_body	SH3PXD2B	0.005189620758483034
human	Granule	SE	Gene_body	SH3PXD2B	0.23373253493013965
human	Granule	SE	Gene_body	LRFN2	0.07190388170055452
human	Granule	SE	Gene_body	LRFN2	0.1862888482632541
human	Granule	SE	Gene_body	LRFN2	0.09753289473684214
human	Granule	SE	Gene_body	LRFN2	0.0027944111776447107
human	Granule	SE	Gene_body	LRFN2	0.131936127744511
human	Granule	SE	Gene_body	RUNX2	0.1844361602982292
human	Granule	SE	Gene_body	ME1	0.05461801596351198
human	Granule	SE	Gene_body	ME1	0.01936127744510978
human	Granule	SE	Gene_body	ME1	0.06107784431137727
human	Granule	SE	Gene_body	ME1	0.24770114942528737
human	Granule	SE	Gene_body	ANKRD6	0.015990453460620526
human	Granule	SE	Gene_body	ANKRD6	0.5423001949317738
human	Granule	SE	Gene_body	ANKRD6	0.2088926174496644
human	Granule	SE	Gene_body	ANKRD6	0.6907272727272726
human	Granule	SE	Gene_body	METTL24	0.016167664670658683
human	Granule	SE	Gene_body	CLVS2	0.5531117397454032
human	Granule	SE	Gene_body	CLVS2	0.11394891944990179
human	Granule	SE	Gene_body	CLVS2	0.21838671411625157
human	Granule	SE	Gene_body	CLVS2	0.007984031936127746
human	Granule	SE	Gene_body	CLVS2	0.16027944111776452
human	Granule	SE	Gene_body	CLVS2	0.05405405405405406
human	Granule	SE	Gene_body	CLVS2	0.4259481037924152
human	Granule	SE	Gene_body	NKAIN2	0.022156862745098038
human	Granule	SE	Gene_body	NKAIN2	0.43792415169660687
human	Granule	SE	Gene_body	NKAIN2	0.5087009803921568
human	Granule	SE	Gene_body	NKAIN2	0.6187624750499005
human	Granule	SE	Gene_body	NKAIN2	0.03606870229007633
human	Granule	SE	Gene_body	NKAIN2	0.050099800399201616
human	Granule	SE	Gene_body	NKAIN2	0.19001996007984037
human	Granule	SE	Gene_body	NKAIN2	0.22792127921279218
human	Granule	SE	Gene_body	NKAIN2	0.23535156250000008
human	Granule	SE	Gene_body	NKAIN2	0.11297429620563032
human	Granule	SE	Gene_body	NKAIN2	0.007378640776699029
human	Granule	SE	Gene_body	NKAIN2	0.001949317738791423
human	Granule	SE	Gene_body	NKAIN2	0.2924151696606787
human	Granule	SE	Gene_body	NKAIN2	0.660496183206107
human	Granule	SE	Gene_body	NKAIN2	0.05768463073852295
human	Granule	SE	Gene_body	NKAIN2	0.05596330275229358
human	Granule	SE	Gene_body	NKAIN2	0.08723404255319149
human	Granule	SE	Gene_body	NKAIN2	0.2616197183098592
human	Granule	SE	Gene_body	NKAIN2	0.4792415169660679
human	Granule	SE	Gene_body	NKAIN2	0.06828358208955225
human	Granule	SE	Gene_body	NKAIN2	0.29708171206225686
human	Granule	SE	Gene_body	NKAIN2	0.3832335329341317
human	Granule	SE	Gene_body	NKAIN2	0.0011976047904191617
human	Granule	SE	Gene_body	NKAIN2	0.14008368200836824
human	Granule	SE	Gene_body	NKAIN2	0.036744966442953046
human	Granule	SE	Gene_body	NKAIN2	0.016367265469061875
human	Granule	SE	Gene_body	NKAIN2	0.021157684630738523
human	Granule	SE	Gene_body	NKAIN2	0.13174603174603172
human	Granule	SE	Gene_body	NKAIN2	0.3210626185958252
human	Granule	SE	Gene_body	NKAIN2	0.037043478260869574
human	Granule	SE	Gene_body	NKAIN2	0.45256916996047425
human	Granule	SE	Gene_body	NKAIN2	0.6926147704590819
human	Granule	SE	Gene_body	NKAIN2	0.4799621928166352
human	Granule	SE	Gene_body	NKAIN2	0.026870078740157483
human	Granule	SE	Gene_body	RAPGEF5	0.12914171656686627
human	Granule	SE	Gene_body	RAPGEF5	0.6956435643564354
human	Granule	SE	Gene_body	RAPGEF5	0.24155597722960143
human	Granule	SE	Gene_body	RAPGEF5	0.06087824351297405
human	Granule	SE	Gene_body	RAPGEF5	0.16167664670658685
human	Granule	SE	Gene_body	RAPGEF5	0.023153692614770457
human	Granule	SE	Gene_body	RAPGEF5	0.08426966292134831
human	Granule	SE	Gene_body	RAPGEF5	0.40035149384885765
human	Granule	SE	Gene_body	DPY19L1	0.020159680638722553
human	Granule	SE	Gene_body	DPY19L1	0.0017964071856287427
human	Granule	SE	Gene_body	DPY19L1	0.006187624750499003
human	Granule	SE	Gene_body	DPY19L1	0.0940944881889764
human	Granule	SE	Gene_body	DPY19L1	0.07098765432098766
human	Granule	SE	Gene_body	VWC2	0.5048148148148148
human	Granule	SE	Gene_body	VWC2	0.010805500982318271
human	Granule	SE	Gene_body	VWC2	0.17286821705426356
human	Granule	SE	Gene_body	VWC2	0.0075000000000000015
human	Granule	SE	Gene_body	VWC2	0.02263056092843327
human	Granule	SE	Gene_body	VWC2	0.0011214953271028037
human	Granule	SE	Gene_body	VWC2	0.0028333333333333335
human	Granule	SE	Gene_body	VWC2	0.13932135728542916
human	Granule	SE	Gene_body	VWC2	0.011811023622047242
human	Granule	SE	Gene_body	VWC2	0.03232682060390764
human	Granule	SE	Gene_body	VWC2	0.0017928286852589644
human	Granule	SE	Gene_body	VWC2	0.0029761904761904765
human	Granule	SE	Gene_body	VWC2	0.007784431137724552
human	Granule	SE	Gene_body	VWC2	0.004100946372239749
human	Granule	SE	Gene_body	VWC2	0.026746506986027936
human	Granule	SE	Gene_body	VWC2	0.006187624750499002
human	Granule	SE	Gene_body	VWC2	0.4298076923076925
human	Granule	SE	Gene_body	COBL	0.04271457085828344
human	Granule	SE	Gene_body	COBL	1.9960079840319363e-4
