Gene	1406_xk_granule	1417_pk_granule	1422_xk_basket	1433_pk_basket	1867_xk_astrocyte	1986_pk_astrocyte	1864_xk_oligo	1983_pk_oligo	1866_xk_opc	1984_pk_opc
INPP1	445	916	486	632	68	288	1934	1689	223	1224
NEMP2	388	331	129	120	78	97	114	336	9	358
NAB1	1893	2435	504	339	329	541	823	726	503	965
GLS	7441	8400	5264	4038	1070	1145	780	1723	730	1775
LOC105747689	6	23	23	23	32	60	0	0	5	23
NABP1	10	10	58	14	59	26	0	6	40	95
SDPR	0	0	2	1	0	0	1	0	1	0
PCGEM1	0	0	2	9	1	0	0	1	1	1
LOC101927431	2	1	3	0	0	0	6	1	1	1
STK17B	5	3	15	8	363	185	5	117	177	211
LOC101927482	0	0	0	0	0	0	0	0	0	0
LOC100130452	0	0	0	0	0	0	0	0	0	0
CCDC150	43	31	28	31	15	18	81	198	104	69
C2orf66	1	3	5	0	0	0	0	8	0	2
GTF3C3	340	279	426	306	125	250	206	375	38	180
HSPD1	237	240	380	308	197	296	86	404	348	63
COQ10B	66	66	143	119	22	63	25	77	28	22
HSPE1	0	0	0	0	0	0	0	0	0	0
SNORA105A	0	0	0	0	0	0	0	0	0	0
SNORA105B	0	0	0	0	0	0	0	0	0	0
BOLL	21	30	142	80	27	87	48	70	23	42
MARS2	70	50	226	114	15	56	91	60	0	8
SATB2-AS1	0	0	0	0	1	0	0	0	0	0
FTCDNL1	73	42	1295	984	545	2238	1026	2084	269	1021
TYW5	202	266	321	230	76	440	55	205	230	165
C2orf69	286	239	351	175	121	201	119	181	95	92
C2orf47	143	112	138	96	32	80	11	68	18	43
KCTD18	119	126	153	128	38	175	69	108	94	147
AOX2P	0	0	0	0	0	0	0	0	0	0
LOC100507140	0	0	0	0	0	0	0	0	0	0
AOX3P-AOX2P	0	0	0	0	0	0	0	0	0	0
BZW1	118	135	102	69	36	57	74	79	16	64
CLK1	544	644	508	339	1214	798	1487	954	616	402
PPIL3	89	98	70	87	38	60	43	110	94	70
NIF3L1	173	173	198	183	110	132	65	160	89	93
CFLAR	2085	3198	179	183	767	1618	691	1192	869	905
NDUFB3	30	47	32	28	67	65	14	79	12	84
CFLAR-AS1	0	0	0	0	0	0	0	0	0	0
CASP8	71	61	331	173	161	130	8	32	2	112
TRAK2	1468	1767	2242	1787	414	947	341	1113	588	1261
TMEM237	237	356	504	318	69	163	104	322	47	409
MPP4	305	321	721	366	68	57	0	28	3	18
FZD7	124	161	0	6	112	96	6	6	119	0
SUMO1	276	307	294	220	77	131	181	219	139	132
NOP58	478	683	601	594	176	470	614	421	112	259
SNORD11B	0	0	0	0	0	0	0	0	0	0
SNORD11	0	0	0	0	0	0	0	0	0	0
SNORD70	0	0	0	0	0	0	0	0	0	0
ICA1L	4194	5468	5045	4172	818	1627	965	1447	1702	3144
CARF	455	777	760	697	386	577	2031	846	549	460
RAPH1	2167	2976	1637	1802	1259	5388	212	1551	331	2500
CD28	1	0	2	1	3	6	0	0	0	2
CTLA4	0	0	0	0	0	0	0	0	0	0
NDUFS1	669	598	1191	944	175	577	107	497	184	599
SNORA41	0	0	0	0	0	0	0	0	0	0
GCSHP3	55	71	145	121	14	45	10	33	7	22
EEF1B2	36	37	63	43	24	27	2	51	230	22
SNORD51	0	0	0	0	0	0	0	0	0	0
GPR1-AS	1	4	2	5	2	0	4	1	3	0
LOC200726	0	0	0	3	1	1	2	0	0	0
MIR3130-2	0	0	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0	0	0
FASTKD2	546	713	882	862	238	592	279	235	294	224
MDH1B	44	39	275	184	123	94	56	36	2	30
MIR2355	0	0	0	0	0	0	0	0	0	0
MIR7845	0	0	0	0	0	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0	0	0	0	0
CREB1	860	1171	698	493	376	536	519	591	193	430
FZD5	4	7	0	2	13	24	79	135	0	9
MIR4775	0	0	0	0	0	0	0	0	0	0
CRYGD	0	0	0	0	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0	0	0	0	0
IDH1-AS1	1	4	0	1	0	6	0	1	0	18
CRYGA	0	0	0	0	1	0	1	0	0	69
CRYGB	0	0	0	0	0	0	0	0	0	0
IDH1	144	165	176	121	198	510	134	280	269	429
C2orf80	1	0	3	3	37	58	4	192	309	701
RPE	1160	1459	1651	1393	190	366	143	787	160	1010
LOC101928020	0	0	0	0	0	0	0	0	0	0
ACADL	38	96	38	70	83	464	0	149	209	176
MYL1	2	8	4	0	1	11	0	9	0	3
LANCL1	41	45	86	69	5	37	239	170	7	47
CPS1-IT1	0	0	0	0	0	0	0	0	0	0
MIR548F2	0	0	0	0	0	0	0	0	0	0
LOC102725079	11	18	11	4	24	144	12	64	1	61
MIR4776-2	0	0	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0	0	0
LOC100130451	15	24	34	34	3	31	31	8	0	2
MIR4438	0	0	0	0	0	0	0	0	0	0
VWC2L-IT1	0	0	0	0	0	0	0	0	0	0
BARD1	2	7	223	50	272	395	153	537	158	673
ATIC	185	173	417	277	121	369	266	578	448	496
LOC102724849	0	0	1	0	0	0	0	0	0	0
FN1	468	472	697	507	144	1280	488	1213	305	1002
LINC01614	0	0	0	0	0	0	0	0	0	0
TMEM169	282	222	118	98	23	24	196	305	252	404
PECR	278	340	229	117	53	110	75	147	98	201
PKI55	173	151	354	421	4	55	11	110	1	31
SMARCAL1	231	282	521	613	197	1049	639	931	169	639
RPL37A	70	47	64	54	77	107	441	93	137	39
LINC01280	2	4	7	5	3	58	1	15	2	4
IGFBP5	457	150	3	8	6	6	35	134	59	57
TNP1	11	12	0	0	0	0	0	1	0	0
LOC101928327	55	37	0	0	0	0	0	10	0	47
MIR6809	0	0	0	0	0	0	0	0	0	0
RUFY4	0	2	2	2	16	3	2	39	50	59
CXCR2P1	0	0	0	0	0	0	0	0	0	0
CXCR2	0	0	1	0	3	0	1	0	0	0
CXCR1	0	0	0	0	0	0	0	0	0	0
GPBAR1	0	0	1	0	0	0	0	1	0	0
MIR6810	0	0	0	0	0	0	0	0	0	0
AAMP	44	65	103	73	169	94	126	62	102	24
MIR6513	0	0	0	0	0	0	0	0	0	0
PNKD	152	157	403	385	63	174	68	201	179	190
TMBIM1	0	0	0	0	0	0	0	0	0	0
CATIP-AS2	15	12	32	16	2	2	0	1	4	4
MIR26B	0	0	0	0	0	0	0	0	0	0
SLC11A1	1	2	1	2	28	20	1	3	0	1
CTDSP1	19	14	16	7	67	173	45	83	18	19
VIL1	17	37	23	18	4	22	4	18	9	16
CATIP-AS1	0	0	0	0	0	0	0	0	0	0
RQCD1	558	714	778	633	117	326	217	653	52	522
RNF25	75	41	109	95	11	49	37	47	3	148
ZNF142	196	150	271	203	67	176	82	291	183	428
BCS1L	18	20	34	17	4	124	13	15	3	22
TTLL4	200	152	375	188	616	1886	178	810	832	441
STK36	246	227	511	292	432	302	650	160	628	149
PRKAG3	1	0	1	1	1	21	2	2	3	0
WNT6	0	2	0	2	11	0	0	0	1	0
CYP27A1	24	16	541	459	283	1245	1166	1367	439	298
MIR9500	0	0	0	0	0	0	0	0	0	0
MIR375	0	0	0	0	0	0	0	0	0	0
CDK5R2	162	210	236	299	10	9	62	11	10	6
CRYBA2	4	1	0	0	0	0	0	0	0	0
LINC00608	0	0	0	0	0	0	0	0	0	0
LINC01494	19	41	43	57	8	0	3	0	7	1
FEV	0	0	0	0	0	0	0	0	0	0
LOC100129175	0	0	0	0	0	0	0	0	0	0
IHH	0	3	2	0	0	0	2	0	0	0
MIR3131	0	0	0	0	0	0	0	0	0	0
CNPPD1	48	53	98	60	77	60	4	92	16	10
ATG9A	283	114	563	229	39	310	40	326	360	125
TUBA4A	104	112	173	210	4	10	34	177	0	3
ZFAND2B	79	47	65	40	70	119	126	91	1	61
SLC23A3	13	6	18	9	2	14	1	9	1	5
TUBA4B	4	7	30	8	0	31	0	0	1	2
ABCB6	87	89	110	53	58	225	8	101	123	64
ANKZF1	160	176	201	95	216	312	59	225	2	25
FAM134A	143	76	234	133	58	91	99	111	265	40
GLB1L	21	26	44	24	10	26	5	10	0	4
STK16	15	10	22	14	14	19	0	6	0	1
PTPRN	494	406	884	389	24	43	4	8	1	1
MIR153-1	0	0	0	0	0	0	0	0	0	0
RESP18	1	0	20	6	0	0	0	0	0	0
DNPEP	71	53	95	94	23	134	35	92	72	91
LOC100996693	0	1	0	0	4	45	0	0	2	1
DES	0	0	0	1	0	1	0	1	1	0
GMPPA	69	82	94	58	43	379	30	496	110	786
SPEG	236	215	619	393	248	1378	35	120	9	242
ASIC4	23	18	12	3	34	77	16	317	352	1215
CHPF	21	14	61	47	15	224	0	47	28	42
STK11IP	67	33	134	76	94	146	71	83	30	19
MIR3132	0	0	0	0	0	0	0	0	0	0
OBSL1	273	201	542	288	157	613	9	160	193	659
SLC4A3	81	55	878	347	30	189	1	33	39	138
INHA	35	20	194	93	3	14	0	7	0	23
MIR4268	0	0	0	0	0	0	0	0	0	0
CCDC140	2	2	0	0	5	71	1	2	6	5
FARSB	1424	1863	1868	1531	415	655	612	809	225	968
ACSL3	1556	1875	2180	1599	1535	2231	1887	2167	1300	3346
KCNE4	0	0	1	0	1	2	1	2	1	1
SCG2	54	99	54	22	4	15	23	191	62	166
AP1S3	476	346	1335	809	169	251	56	205	261	134
MRPL44	42	30	27	35	35	28	9	29	5	1
WDFY1	537	529	568	465	271	581	181	789	456	458
MIR4439	0	0	0	0	0	0	0	0	0	0
LOC646736	10	24	14	16	3	27	1	3	7	4
MIR5702	0	0	0	1	0	0	0	0	0	0
MFF	677	941	882	696	286	1267	635	1172	342	1210
TM4SF20	38	62	24	46	30	103	4	7	2	28
MIR5703	0	0	0	0	0	0	0	0	0	0
C2orf83	0	2	1	1	0	5	1	2	0	1
SLC19A3	1	3	53	38	50	102	1	39	29	102
CCL20	0	0	0	0	10	0	0	0	0	0
DAW1	5	0	3	1	3	0	4	2	7	1
FBXO36	307	321	784	750	170	547	154	228	169	353
SLC16A14	483	616	863	735	154	96	9	195	325	171
SP110	35	62	125	135	768	1173	588	933	199	885
SP140L	39	38	69	71	229	163	4	83	34	156
LOC151475	0	1	12	0	6	0	1	1	1	0
ITM2C	3	0	32	16	21	146	10	247	323	297
GPR55	1	1	2	4	5	33	0	1	0	48
LOC151484	0	1	13	0	1	27	1	1	0	12
SPATA3	64	83	7	33	104	80	78	32	78	44
C2orf72	24	10	447	313	158	2109	221	609	508	740
SPATA3-AS1	2	6	2	1	15	0	49	1	22	1
HTR2B	0	0	0	0	0	0	0	0	0	0
B3GNT7	0	0	4	4	0	0	31	235	532	526
SNORA75	0	0	0	0	0	0	0	0	0	0
MIR4777	0	0	0	0	0	0	0	0	0	0
SNORD82	0	0	0	0	0	0	0	0	0	0
SNORD20	0	0	0	0	0	0	0	0	0	0
NCL	1654	2655	1255	3016	2738	2079	5439	5468	2121	2224
NMUR1	0	8	0	0	1	13	0	0	0	12
C2orf57	0	0	0	0	0	0	0	0	0	1
LINC00471	7	9	34	27	14	13	1	9	0	0
MIR1244-2	0	0	0	0	0	0	0	0	0	0
PTMA	180	213	201	323	187	241	873	1002	199	325
MIR1244-3	0	0	0	0	0	0	0	0	0	0
MIR1244-1	0	0	0	0	0	0	0	0	0	0
MIR1244-4	0	0	0	0	0	0	0	0	0	0
COPS7B	356	334	545	526	392	1220	216	591	315	846
NPPC	1	0	42	14	0	1	1	9	1	0
MIR1471	0	0	0	0	0	0	0	0	0	0
MIR562	0	0	0	0	0	0	0	0	0	0
ECEL1P2	1	0	0	0	0	0	0	0	0	0
ALPP	0	0	0	0	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0	0	0
ECEL1	0	0	0	0	0	0	1	0	1	0
ALPI	0	0	0	0	0	0	1	0	0	0
CHRNG	4	3	9	6	2	2	2	24	0	13
EIF4E2	790	616	635	466	564	747	552	824	224	232
TIGD1	32	41	28	46	98	13	13	83	31	4
CHRND	1	1	0	0	0	1	1	41	1	1
MIR5001	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	0	0	0	0	0	0	0	0	0
C2orf82	4	4	17	4	1	7	3	6	1	2
NEU2	0	0	0	0	0	0	0	0	0	0
ATG16L1	663	539	675	333	221	356	348	558	104	596
SCARNA5	0	0	0	0	0	0	0	0	0	0
SCARNA6	0	0	0	0	0	0	0	0	0	0
USP40	626	907	1511	1358	873	3018	946	2098	215	1842
LOC100286922	0	0	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0	0	0
DNAJB3	0	0	0	0	0	0	0	0	0	0
HJURP	1	1	4	0	0	1	0	1	0	0
MSL3P1	0	1	2	14	0	17	0	8	2	2
SPP2	1	1	0	1	6	2	4	0	11	1
ARL4C	216	185	1224	962	71	66	168	60	3	46
LINC01173	0	1	1	0	0	1	2	0	2	0
AGAP1-IT1	0	0	0	0	0	0	0	0	0	0
GBX2	0	0	3	0	6	4	0	2	0	2
ASB18	11	17	31	36	432	1094	7	185	16	301
ACKR3	0	0	4	3	11	116	0	3	1	0
COPS8	140	142	270	204	28	259	29	91	41	89
LOC93463	18	33	54	76	5	31	0	58	1	61
PRLH	0	0	0	0	0	0	0	0	0	0
MIR6811	0	0	0	0	0	0	0	0	0	0
RAB17	0	1	1	3	0	2	3	2	2	1
RBM44	10	14	27	32	3	22	0	8	2	29
ESPNL	226	201	3	10	10	58	1	20	2	3
KLHL30	2	0	1	0	0	0	0	0	0	0
SCLY	0	0	0	0	0	0	0	0	0	0
PER2	295	182	249	359	186	1136	87	362	35	540
LOC643387	6	5	0	3	8	3	5	0	3	2
FAM132B	33	21	12	4	0	0	0	2	0	5
ILKAP	790	746	760	646	402	465	579	723	187	515
HES6	2	4	0	1	14	39	0	16	18	126
LOC151174	168	171	132	86	18	38	48	116	137	287
TRAF3IP1	1061	1015	1632	1417	897	1114	544	904	2390	393
ASB1	197	160	291	198	163	213	357	118	149	30
TWIST2	2	4	6	5	207	4	3	3	1	3
FLJ43879	0	0	0	1	1	1	2	0	0	2
MIR4440	0	0	0	0	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0	0	0	0	0
MIR4441	0	0	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0	0	0
LOC150935	2	4	36	40	4	4	7	9	4	6
MIR4786	4	2	0	6	0	0	0	3	0	0
OR6B3	0	0	1	0	0	0	5	3	0	0
PRR21	0	0	0	0	0	0	0	0	0	0
OR6B2	0	0	0	0	0	0	0	0	0	0
MYEOV2	21	11	42	27	4	25	10	70	13	28
OTOS	0	0	0	0	0	0	0	0	0	1
GPC1	116	69	215	110	29	162	7	54	79	36
PP14571	0	0	0	0	0	0	0	0	0	0
MIR149	0	0	0	0	0	0	0	0	0	0
GPR35	178	236	261	357	190	122	91	73	116	493
CAPN10	60	37	100	62	53	72	42	35	6	13
DUSP28	51	51	52	24	8	46	4	20	55	25
RNPEPL1	10	5	31	6	20	60	7	38	3	15
CAPN10-AS1	19	15	12	34	9	68	29	22	0	24
AQP12B	0	1	0	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0	0	2	0
C2orf54	0	2	0	0	0	0	1	0	6	0
AGXT	0	0	0	0	2	0	0	0	2	2
LOC200772	0	0	0	0	0	2	0	0	3	0
PASK	168	209	277	224	79	41	120	50	57	54
MTERF4	274	273	275	173	275	384	284	288	324	193
ANO7	24	35	21	20	24	49	92	106	33	27
SEPT2	1925	2828	1900	1491	1329	2259	1612	1875	2684	2357
BOK-AS1	53	65	4	9	7	9	86	40	2	37
MIR3133	0	0	0	0	0	0	0	0	0	0
STK25	184	131	222	111	119	268	78	373	79	158
ATG4B	514	365	677	437	178	689	761	557	269	310
THAP4	740	898	717	555	261	468	397	402	159	215
DTYMK	200	139	167	86	82	78	44	214	121	170
NEU4	0	1	0	0	0	4	3	98	71	297
D2HGDH	137	150	225	228	562	737	670	494	608	734
ING5	345	376	431	217	310	606	418	383	374	399
GAL3ST2	6	17	1	22	39	103	0	32	9	115
PDCD1	0	0	0	1	0	4	0	1	2	2
RTP5	0	0	0	2	0	0	0	50	7	62
LOC102723927	0	0	0	0	0	0	0	0	0	0
RYK	1673	1886	1725	1630	513	1076	499	1288	980	1663
RASSF1	52	38	26	33	75	36	26	38	0	139
CLASP2	14063	21580	11682	10991	2632	6335	12199	18286	6502	14214
LMCD1-AS1	208	101	3143	2201	8979	21702	6308	11610	3336	8969
ULK4	796	1161	1304	1176	1143	2255	1226	891	525	915
ADGRG7	9	22	16	16	20	8	37	4	20	6
MORC1	7	9	8	6	65	18	10	5	10	4
LOC101927056	117	145	835	663	628	2551	256	619	451	1293
SERPINI1	910	1037	479	324	347	1339	1007	888	93	634
IQCJ-SCHIP1	19	19	41	55	24	10	28	27	21	6
EIF2B5-AS1	7	3	2	1	1	0	1	0	3	2
SCHIP1	0	0	0	0	0	0	0	0	0	0
PLS1	231	332	354	273	13	108	11	136	29	204
CLRN1-AS1	6	18	25	23	21	55	7	12	6	6
GRM7	23	34	12726	9086	2213	8970	1643	16272	11515	33194
TRNT1	511	796	368	351	97	265	124	432	26	187
ATG7	3604	3619	4698	3602	1536	3721	1917	3815	1689	3089
ANKRD28	7466	11384	2902	2954	1043	3164	3540	6291	3313	7440
SETD5	5176	6497	5931	4855	1716	6172	2279	8595	4439	11863
FBLN2	15	25	35	30	48	209	11	119	39	181
C3orf20	51	103	198	202	33	325	38	320	39	204
MKRN2	624	609	234	151	136	182	77	192	90	243
ATP2B2	18365	12986	15409	10235	1112	3000	259	1832	414	2745
THRB	25	69	6443	4678	3144	12000	480	3943	1582	6815
EFHB	1	6	2	16	22	95	5	34	7	115
CMC1	1467	1879	1293	1205	530	650	892	848	675	697
NEK10	167	161	1851	1754	205	47	168	154	157	241
RBMS3	84	131	196	288	2122	10952	250	2867	2030	5751
ARPP21	18890	24331	76	195	2187	6723	1526	6826	12996	15671
MYRIP	15703	21108	832	1301	1061	6062	653	3477	1454	4003
ITGA9	973	882	1954	1714	531	2255	243	3003	3215	7845
FAM198A	439	466	392	331	1502	4718	113	348	91	383
KIF9-AS1	692	968	1851	1711	447	1320	230	565	271	721
CDCP1	1	6	5	4	19	9	2	34	6	5
USP4	599	559	686	508	377	746	409	552	239	383
CACNA2D3	917	1857	2321	2032	646	2400	384	4399	7758	9518
DENND6A	1659	1980	1483	1042	492	954	925	828	688	578
DOCK3	19165	25248	17640	15070	5855	9490	19032	16124	8492	13252
FAM208A	1389	1839	1413	1220	511	1248	607	1146	929	1350
ERC2	7782	8774	27434	19954	830	539	600	5284	4920	8256
ATXN7	1945	2017	2815	2143	1237	3003	1019	1936	425	1789
PTPRG	13281	7841	13582	11293	866	1786	356	8075	6619	17569
FHIT	584	1188	11379	14493	4383	15072	10291	20738	5219	21004
FOXP1	3739	4457	1294	1363	2251	7494	3359	5785	1893	5625
FAM19A1	23	41	593	704	59	744	220	2997	2532	6079
PDZRN3	3	5	787	482	1787	6062	22	1326	1353	2961
FRMD4B	9	19	1046	912	493	429	8626	15533	2356	6261
CNTN3	26	28	39	39	32	176	55	1197	1453	2984
FOXP1-AS1	0	0	0	0	0	0	0	0	0	0
ROBO2	4164	8079	1001	763	3127	3542	36	107	32	31
ROBO1	3415	7519	1733	1504	626	2422	3682	8351	3799	9233
CADM2	61203	99884	67494	43187	10815	33724	18588	41312	17544	48403
CGGBP1	1218	2043	1352	1423	518	1073	982	1329	381	1483
EPHA3	34	52	3863	2591	134	47	117	106	57	41
EPHA6	13647	17238	2550	3386	845	1155	866	3555	901	2048
BOC	439	607	122	157	924	4729	44	261	141	192
NECTIN3	0	1	428	153	505	1109	1343	1343	972	2270
TIGIT	36	42	83	69	2	21	0	30	3	29
LSAMP	40737	48513	113632	92570	20520	77480	8507	31949	16516	52624
SLC9C1	24	26	19	30	22	23	44	68	21	154
HCLS1	2	3	14	7	495	24	1	6	1	2
ITGB5	513	101	2693	2052	1577	5780	260	467	338	341
CD80	25	34	77	43	3	75	15	80	8	9
PARP14	48	43	64	62	1006	908	114	695	325	940
MYLK	270	329	435	355	178	1663	92	363	215	403
KBTBD12	898	1726	1323	1137	489	409	202	154	19	182
NEK11	571	898	1681	1862	860	3627	813	1073	294	1082
KIAA1257	39	30	363	275	5	29	2	2	7	2
TMEM108	3114	2873	15106	9683	8031	25861	828	7001	6121	15047
CHCHD6	1712	1773	3131	2441	641	912	1296	1221	308	1383
RASA2	3289	4130	2549	1971	833	1874	1256	1579	1379	1982
PCCB	490	705	745	664	479	496	1429	1075	651	1281
RBP2	0	0	0	0	0	0	0	0	0	0
LOC100507291	1185	1849	2540	2119	1756	4556	970	2058	1037	1954
CLSTN2	107	121	11245	7408	772	410	93	1299	997	2152
RNF13	3080	5287	3188	3001	2298	2636	8846	5135	2969	2874
SLC9A9	67	156	2149	2086	3281	5508	6242	10136	4018	8872
RSRC1	3548	5884	3407	3382	1761	2153	2149	2045	770	1596
VEPH1	552	1591	330	495	55	646	24	123	45	375
KCNAB1	3717	6917	1997	2410	520	2401	717	4580	3056	6562
ARHGEF26	132	179	81	149	2459	9122	72	309	142	749
SMC4	67	96	119	73	106	111	119	478	4	130
NAALADL2	1327	2131	647	680	1582	4340	1553	3107	1041	3319
NAALADL2-AS3	0	0	0	0	0	0	0	0	0	0
EGFEM1P	26	27	5275	3776	7739	17636	305	3287	3432	6679
LRRC31	3	4	213	98	3	4	6	7	5	11
NLGN1	46422	68022	79208	61005	8352	24896	13206	45879	25056	83110
SPATA16	2	11	5	9	6	5	5	7	6	2
SOX2-OT	681	1158	1976	2131	2509	6360	10030	22946	15307	31797
FLJ46066	2	1	2	2	78	329	2	22	77	64
KLHL6	6	1	5	3	197	15	4	5	6	3
FETUB	0	0	1	0	3	0	0	1	1	0
LPP	9658	11859	3571	2071	7618	12253	10230	9808	8320	16050
TP63	17	28	9	12	18	42	6	13	103	115
SENP2	633	605	861	622	233	438	230	570	186	388
DLG1	9461	13639	1243	1598	1934	3505	17938	16463	3614	6083
LOC647323	2	0	4	1	4	4	6	7	331	18
CHL1	409	995	116	201	3338	16367	345	6385	4722	11501
LINC01266	7494	2960	403	746	467	1213	98	1147	254	1743
CNTN6	9263	11384	5619	3741	323	379	47	434	134	666
CNTN4	25452	27770	24699	18361	947	799	370	2910	1977	6248
LRRN1	1708	2084	2603	1971	465	2460	314	4324	2742	8968
SUMF1	697	996	990	892	439	956	619	860	231	936
ITPR1	518	590	9275	3844	547	1056	369	801	156	880
BHLHE40	10	14	59	39	95	730	0	84	2	90
GRM7-AS3	8	16	48	36	14	7	25	37	13	21
LOC101927394	7	6	281	179	519	1794	380	885	519	1096
LMCD1	5	2	9464	8660	350	883	230	483	130	512
SSUH2	2	0	6	10	11	3	12	10	224	1
RAD18	620	703	1052	768	246	287	519	662	343	563
SRGAP3	14399	13508	12727	12009	3517	10058	2343	5171	2371	6403
FANCD2OS	2	1	0	0	0	1	0	0	0	0
TTLL3	0	0	0	0	0	0	0	0	0	0
MTMR14	525	412	479	295	270	885	258	539	98	359
ARPC4-TTLL3	37	33	22	25	0	57	21	49	0	2
IRAK2	123	157	74	60	62	75	820	898	61	424
FANCD2	23	32	49	22	21	56	10	36	11	50
SLC6A1	5	3	16729	11533	1470	7737	1883	4725	3105	5981
SLC6A1-AS1	0	0	0	0	0	0	0	0	0	0
SLC6A11	4	3	741	565	156	968	21	134	65	237
HRH1	11	11	12	11	19	62	8	25	19	84
SYN2	11967	16573	19306	19260	1074	2957	136	1624	1241	2571
TAMM41	1454	2026	1782	1383	690	2003	1061	1255	842	1452
PPARG	927	2729	635	693	175	81	9	254	8	457
VGLL4	2394	3027	1587	1256	972	3612	865	2235	816	3372
IQSEC1	3746	3173	13884	10281	595	2944	1268	3949	648	3014
HDAC11	194	178	230	166	63	240	462	947	73	348
NUP210	901	759	2414	1459	221	580	333	947	550	1014
SLC6A6	442	328	1293	860	225	162	586	713	40	190
XPC	632	676	820	490	581	788	429	840	216	363
TPRXL	32	26	304	164	94	70	97	49	205	36
HACL1	863	1107	810	840	192	530	157	712	267	1268
RBSN	360	354	506	457	268	599	942	346	169	389
COL6A4P1	11	12	12	8	31	3	2	10	11	11
COLQ	859	655	1174	1116	237	988	340	959	372	819
SH3BP5	1939	1543	1698	1109	69	103	373	812	272	244
LOC152274	0	0	75	47	3	6	0	3	0	0
RFTN1	618	621	2540	1599	1475	5714	444	716	117	698
PLCL2	10462	12757	5380	3719	1759	1283	274	1819	1530	3565
TBC1D5	8659	10887	8343	7045	3790	6006	7238	8251	3593	6776
SATB1	699	1168	762	862	283	1344	97	1145	526	2732
LOC339862	12	10	9	9	14	83	21	19	16	23
SATB1-AS1	2	8	11	19	34	178	39	759	188	1936
KCNH8	69	163	58	123	231	1038	9675	15636	3212	8879
SGOL1	37	91	101	93	16	177	14	135	59	117
KAT2B	1177	1497	4772	3813	2901	10650	2423	6320	3941	11168
SGOL1-AS1	0	0	0	0	0	0	0	0	0	0
ZNF385D	10060	17262	4158	3361	324	350	155	740	254	1162
UBE2E2	9539	15770	17773	13484	4671	4484	11287	10201	3230	9790
UBE2E1	2050	3234	2255	1913	1525	2212	837	2019	895	2214
RARB	201	198	165	156	43	147	46	181	431	320
SLC4A7	634	708	930	839	1103	431	322	477	368	558
ZCWPW2	663	880	692	491	466	896	877	488	1058	815
LINC00693	344	357	400	246	460	659	178	2135	2451	3461
TGFBR2	0	4	2	8	493	35	7	73	2	19
GADL1	3	3	8	7	7	2	5	0	3	3
GPD1L	568	476	464	254	85	57	227	299	111	120
OSBPL10	1194	451	554	349	57	32	34	132	29	151
OSBPL10-AS1	0	0	0	0	0	0	0	0	0	0
STT3B	1488	2026	1572	1167	697	729	915	992	475	1299
CMTM8	200	52	17	37	29	12	18	286	106	458
CNOT10	623	645	642	520	259	629	321	485	294	471
SUSD5	47	57	220	207	8	42	132	999	826	1604
GLB1	1465	1919	3152	2015	632	1026	909	1056	1055	1734
FBXL2	1446	1772	2020	1688	206	84	308	982	814	1235
UBP1	1812	2255	1885	1466	356	959	438	1155	668	1083
PDCD6IP	1199	1486	1562	993	683	1367	1525	1748	290	1038
LOC101928135	44	46	210	200	62	92	40	41	87	67
STAC	3635	4315	33	30	71	71	22	55	17	12
LRRFIP2	2737	3562	4567	3834	915	2049	1704	3706	850	1916
GOLGA4	3491	4998	4154	4101	1549	2884	4809	4218	1309	2077
TRANK1	2011	1810	2469	1773	285	307	16	267	226	418
CTDSPL	5036	6840	943	1047	1250	5343	937	1634	1278	1068
PLCD1	21	23	8	20	221	909	3	131	168	99
MYD88	33	16	9	3	14	23	1	20	4	72
XYLB	1185	1642	1484	1400	174	465	207	605	244	978
SLC22A13	122	97	179	75	2	3	9	16	4	16
WDR48	580	740	522	543	367	1146	320	467	224	264
XIRP1	0	1	0	0	3	4	1	0	0	0
SCN11A	29	75	88	81	84	485	55	78	19	141
EIF1B-AS1	168	254	361	276	430	991	288	631	65	733
CCDC13	75	117	56	47	47	139	59	154	15	31
TRAK1	3084	2834	3270	2342	1934	6139	692	2784	2677	4811
SEC22C	406	442	378	347	200	415	263	254	313	130
ACKR2	27	22	45	38	126	175	75	114	16	5
ANO10	3232	3603	3213	2114	1028	2371	745	1663	1119	2230
ZKSCAN7	370	436	726	579	113	622	32	275	393	510
ZDHHC3	721	493	1209	799	200	404	338	369	597	291
TOPAZ1	2	10	15	18	4	1	6	3	3	3
KIF15	46	47	129	169	62	94	29	69	32	71
LARS2	815	798	1196	869	213	605	812	509	569	499
LZTFL1	122	158	316	236	72	414	58	200	11	121
